card_number,name,team,designations
WCA-SO,Shohei Ohtani,Los Angeles Dodgers,
WCA-CL,Clayton Kershaw,Los Angeles Dodgers,
WCA-AP,Andy Pages,Los Angeles Dodgers,
WCA-BC,Ben Casparius,Los Angeles Dodgers,RC
WCA-EHE,Edgardo Henriquez,Los Angeles Dodgers,RC
WCA-EP,Evan Phillips,Los Angeles Dodgers,
WCA-FF,Freddie Freeman,Los Angeles Dodgers,
WCA-GS,Gavin Stone,Los Angeles Dodgers,
WCA-JF,Jack Flaherty,Los Angeles Dodgers,
WCA-JO,James Outman,Los Angeles Dodgers,
WCA-JW,Justin Wrobleski,Los Angeles Dodgers,RC
WCA-KK,Kevin Kiermaier,Los Angeles Dodgers,
WCA-LK,Landon Knack,Los Angeles Dodgers,
WCA-MB,Mookie Betts,Los Angeles Dodgers,
WCA-MM,Max Muncy,Los Angeles Dodgers,
WCA-RR,River Ryan,Los Angeles Dodgers,RC
WCA-TD,Tommy Edman,Los Angeles Dodgers,
WCA-TGO,Tony Gonsolin,Los Angeles Dodgers,
WCA-TH,Teoscar Hernández,Los Angeles Dodgers,
WCA-WB,Walker Buehler,Los Angeles Dodgers,
WCA-WS,Will Smith,Los Angeles Dodgers,
WCA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,
