card_number,name,team,designations
SS-1,Aaron Judge,New York Yankees,
SS-2,Aaron Judge,New York Yankees,
SS-3,Yordan Alvarez,Houston Astros,
SS-4,Aaron Judge,New York Yankees,
SS-5,Aaron Judge,New York Yankees,
SS-6,Ronald Acuña Jr.,Atlanta Braves,
SS-7,Mike Trout,Angels,
SS-8,Oneil Cruz,Pittsburgh Pirates,
SS-9,Aaron Judge,New York Yankees,
SS-10,Vladimir Guerrero Jr.,Toronto Blue Jays,
SS-11,Devin Williams,Milwaukee Brewers,
SS-12,Edwin Díaz,New York Mets,
SS-13,Jhoan Durán,Minnesota Twins,
SS-14,Trea Turner,Los Angeles Dodgers,
SS-15,Corbin Carroll,Arizona Diamondbacks,RC
SS-16,Daulton Varsho,Arizona Diamondbacks,
SS-17,J.T. Realmuto,Philadelphia Phillies,
SS-18,Jose Trevino,New York Yankees,
SS-19,Ronald Acuña Jr.,Atlanta Braves,
SS-20,Aroldis Chapman,New York Yankees,
SS-21,Dylan Cease,Chicago White Sox,
SS-22,Ryan Helsley,St. Louis Cardinals,
SS-23,Tyler Rogers,San Francisco Giants,
SS-24,Garrett Mitchell,Milwaukee Brewers,RC
SS-25,Nate Eaton,Kansas City Royals,RC
