card_number,name,team,designations
SS-1,Ronald Acuña Jr.,Atlanta Braves,
SS-2,Fernando Tatis Jr.,San Diego Padres,
SS-3,Juan Soto,Washington Nationals,
SS-4,Bo Bichette,Toronto Blue Jays,
SS-5,Vladimir Guerrero Jr.,Toronto Blue Jays,
SS-6,Mookie Betts,Los Angeles Dodgers,
SS-7,Mike Trout,Angels,
SS-8,Wander Franco,Tampa Bay Rays,RC
SS-9,Francisco Lindor,New York Mets,
SS-10,Shohei Ohtani,Angels,
SS-11,Pete Alonso,New York Mets,
SS-12,Andrew McCutchen,Milwaukee Brewers,
SS-13,Aaron Judge,New York Yankees,
SS-14,Bryce Harper,Philadelphia Phillies,
SS-15,Giancarlo Stanton,New York Yankees,
SS-16,Xander Bogaerts,Boston Red Sox,
SS-17,Byron Buxton,Minnesota Twins,
SS-18,Ke'Bryan Hayes,Pittsburgh Pirates,
SS-19,Jose Altuve,Houston Astros,
SS-20,Christian Yelich,Milwaukee Brewers,
