card_number,name,team,designations
HRC-AD,Adam Duvall,Cincinnati Reds,
HRC-AE,Anthony Rendon,Washington Nationals,
HRC-AJ,Aaron Judge,New York Yankees,
HRC-AM,Andrew McCutchen,Pittsburgh Pirates,
HRC-AO,Adam Jones,Baltimore Orioles,
HRC-AR,Anthony Rizzo,Chicago Cubs,
HRC-BD,Brian Dozier,Minnesota Twins,
HRC-BH,Bryce Harper,Washington Nationals,
HRC-CB,Cody Bellinger,Los Angeles Dodgers,
HRC-CD,Corey Dickerson,Tampa Bay Rays,
HRC-CL,Charlie Blackmon,Colorado Rockies,
HRC-EE,Edwin Encarnacion,Cleveland Indians,
HRC-ET,Eric Thames,Milwaukee Brewers,
HRC-FF,Freddie Freeman,Atlanta Braves,
HRC-GA,Gary Sanchez,New York Yankees,
HRC-GP,George Springer,Houston Astros,
HRC-GS,Giancarlo Stanton,Miami Marlins,
HRC-JA,Jose Abreu,Chicago White Sox,
HRC-JB,Jay Bruce,Cleveland Indians,
HRC-JC,Jonathan Schoop,Baltimore Orioles,
HRC-JG,Joey Gallo,Texas Rangers,
HRC-JL,Jake Lamb,Arizona Diamondbacks,
HRC-JM,J.D. Martinez,Arizona Diamondbacks,
HRC-JS,Justin Smoak,Toronto Blue Jays,
HRC-JU,Justin Upton,Angels,
HRC-JV,Joey Votto,Cincinnati Reds,
HRC-KB,Kris Bryant,Chicago Cubs,
HRC-KD,Khris Davis,Oakland Athletics,
HRC-LM,Logan Morrison,Tampa Bay Rays,
HRC-MA,Manny Machado,Baltimore Orioles,
HRC-MC,Michael Conforto,New York Mets,
HRC-MD,Matt Davidson,Chicago White Sox,
HRC-MM,Mike Moustakas,Kansas City Royals,
HRC-MN,Mike Napoli,Texas Rangers,
HRC-MO,Marcell Ozuna,Miami Marlins,
HRC-MR,Mark Reynolds,Colorado Rockies,
HRC-MS,Miguel Sano,Minnesota Twins,
HRC-MT,Mike Trout,Angels,
HRC-NA,Nolan Arenado,Colorado Rockies,
HRC-NC,Nelson Cruz,Seattle Mariners,
HRC-PG,Paul Goldschmidt,Arizona Diamondbacks,
HRC-RO,Rougned Odor,Texas Rangers,
HRC-RZ,Ryan Zimmerman,Washington Nationals,
HRC-SC,Scott Schebler,Cincinnati Reds,
HRC-SS,Steven Souza Jr.,Tampa Bay Rays,
HRC-TM,Trey Mancini,Baltimore Orioles,
HRC-TS,Travis Shaw,Milwaukee Brewers,
HRC-WC,Willson Contreras,Chicago Cubs,
HRC-WM,Wil Myers,San Diego Padres,
HRC-YA,Yonder Alonso,Seattle Mariners,
