card_number,name,team,designations
MLBA-AG,Alex Gordon,Kansas City Royals,
MLBA-AR,Anthony Rizzo,Chicago Cubs,
MLBA-BB,Byron Buxton,Minnesota Twins,
MLBA-BP,Buster Posey,San Francisco Giants,
MLBA-CB,Charlie Blackmon,Colorado Rockies,
MLBA-CBE,Cody Bellinger,Los Angeles Dodgers,RC
MLBA-CK,Corey Kluber,Cleveland Indians,
MLBA-CKI,Craig Kimbrel,Boston Red Sox,
MLBA-EI,Ender Inciarte,Atlanta Braves,
MLBA-EL,Evan Longoria,Tampa Bay Rays,
MLBA-GSA,Gary Sanchez,New York Yankees,
MLBA-GSP,George Springer,Houston Astros,
MLBA-JR,Jose Ramirez,Cleveland Indians,
MLBA-MST,Marcus Stroman,Toronto Blue Jays,
MLBA-PG,Paul Goldschmidt,Arizona Diamondbacks,
MLBA-PGO,Paul Goldschmidt,Arizona Diamondbacks,
