card_number,name,team,designations
GW-1,Ozzie Smith,St. Louis Cardinals,
GW-2,George Brett,Kansas City Royals,
GW-3,Brooks Robinson,Baltimore Orioles,
GW-4,Roberto Clemente,Pittsburgh Pirates,
GW-5,Jimmy Rollins,Philadelphia Phillies,
GW-6,Willie Mays,San Francisco Giants,
GW-7,Ivan Rodriguez,Texas Rangers,
GW-8,Andruw Jones,Atlanta Braves,
GW-9,Yadier Molina,St. Louis Cardinals,
GW-10,Adrian Beltré,Texas Rangers,
GW-11,Nolan Arenado,Arizona Diamondbacks,
GW-12,Greg Maddux,Atlanta Braves,
GW-13,Johnny Bench,Cincinnati Reds,
GW-14,Cal Ripken Jr.,Baltimore Orioles,
GW-15,Ken Griffey Jr.,Seattle Mariners,
GW-16,Ichiro,Seattle Mariners,
GW-17,Manny Machado,San Diego Padres,
GW-18,Pete Crow-Armstrong,Chicago Cubs,
GW-19,Matt Chapman,San Francisco Giants,
GW-20,Mookie Betts,Los Angeles Dodgers,
GW-21,Francisco Lindor,New York Mets,
GW-22,Javier Báez,Detroit Tigers,
GW-23,Dansby Swanson,Chicago Cubs,
GW-24,Mike Trout,Angels,
GW-25,Fernando Tatis Jr.,San Diego Padres,
GW-26,Bobby Witt Jr.,Kansas City Royals,
GW-27,Steven Kwan,Cleveland Guardians,
GW-28,Byron Buxton,Minnesota Twins,
GW-29,Freddie Freeman,Los Angeles Dodgers,
GW-30,Vladimir Guerrero Jr.,Toronto Blue Jays,
GW-31,Julio Rodríguez,Seattle Mariners,
GW-32,Aaron Judge,New York Yankees,
GW-33,Patrick Bailey,San Francisco Giants,
GW-34,Matt Olson,Atlanta Braves,
GW-35,Nico Hoerner,Chicago Cubs,
GW-36,Andrés Giménez,Toronto Blue Jays,
GW-37,Cal Raleigh,Seattle Mariners,
GW-38,Carl Yastrzemski,Boston Red Sox,
GW-39,Mike Schmidt,Philadelphia Phillies,
GW-40,Honus Wagner,Pittsburgh Pirates,
GW-41,Scott Rolen,St. Louis Cardinals,
GW-42,Ryne Sandberg,Chicago Cubs,
GW-43,Hank Aaron,Atlanta Braves,
GW-44,Derek Jeter,New York Yankees,
GW-45,Don Mattingly,New York Yankees,
GW-46,Chase Utley,Philadelphia Phillies,
GW-47,Dustin Pedroia,Boston Red Sox,
GW-48,Alex Gordon,Kansas City Royals,
GW-49,Kirby Puckett,Minnesota Twins,
GW-50,Bill Mazeroski,Pittsburgh Pirates,
GW-51,Jim Edmonds,St. Louis Cardinals,
GW-52,Carlos Correa,Houston Astros,
GW-53,Ke'Bryan Hayes,Cincinnati Reds,
GW-54,Ceddanne Rafaela,Boston Red Sox,
GW-55,Daulton Varsho,Toronto Blue Jays,
GW-56,Corbin Carroll,Arizona Diamondbacks,
GW-57,Zach Neto,Angels,
GW-58,Brice Turang,Milwaukee Brewers,
GW-59,Masyn Winn,St. Louis Cardinals,
GW-60,Max Fried,New York Yankees,
GW-61,Jackie Robinson,Brooklyn Dodgers,
GW-62,Tom Glavine,Atlanta Braves,
GW-63,Mark Grace,Chicago Cubs,
GW-64,Wyatt Langford,Texas Rangers,
GW-65,Elly De La Cruz,Cincinnati Reds,
