card_number,name,team,designations
1,Aaron Judge,New York Yankees,
20,Vladimir Guerrero Jr.,Toronto Blue Jays,
50,Ronald Acuña Jr.,Atlanta Braves,
97,Nick Kurtz,Athletics,
100,Paul Skenes,Pittsburgh Pirates,
104,Samuel Basallo,Baltimore Orioles,RC
123,Francisco Lindor,New York Mets,
138,Jac Caglianone,Kansas City Royals,RC
146,Julio Rodríguez,Seattle Mariners,
189,Roman Anthony / Pete Crow-Armstrong,Boston Red Sox / Chicago Cubs,RC
200,Shohei Ohtani,Los Angeles Dodgers,
205,Bobby Witt Jr.,Kansas City Royals,
250,Bryce Harper,Philadelphia Phillies,
333,Fernando Tatis Jr.,San Diego Padres,
350,Mike Trout,Angels,
