card_number,name,team,designations
BSA-AB,Alec Burleson,St. Louis Cardinals,RC
BSA-AM,Alek Manoah,Toronto Blue Jays,
BSA-AR,Adley Rutschman,Baltimore Orioles,RC
BSA-AV,Anthony Volpe,New York Yankees,RC
BSA-BF,Bailey Falter,Philadelphia Phillies,RC
BSA-BHI,Brewer Hicklen,Kansas City Royals,RC
BSA-BM,Bligh Madris,Houston Astros,RC
BSA-BN,Bo Naylor,Cleveland Guardians,RC
BSA-CCA,Corbin Carroll,Arizona Diamondbacks,RC
BSA-CRO,Carlos Rodón,New York Yankees,
BSA-CST,Cal Stevenson,Oakland Athletics,RC
BSA-CT,Cody Thomas,Oakland Athletics,RC
BSA-DM,Davis Martin,Chicago White Sox,RC
BSA-DMA,David MacKinnon,Oakland Athletics,RC
BSA-EA,Elvis Andrus,Chicago White Sox,
BSA-ES,Eugenio Suárez,Seattle Mariners,
BSA-FA,Francisco Álvarez,New York Mets,RC
BSA-FP,Ford Proctor,San Francisco Giants,RC
BSA-GHE,Gunnar Henderson,Baltimore Orioles,RC
BSA-GM,Gabriel Moreno,Arizona Diamondbacks,RC
BSA-GU,Gio Urshela,Angels,
BSA-GW,Greg Weissert,New York Yankees,RC
BSA-JAR,Jonathan Aranda,Tampa Bay Rays,RC
BSA-JBR,Jonah Bride,Oakland Athletics,RC
BSA-JBU,Jose Butto,New York Mets,RC
BSA-JD,Jason Delay,Pittsburgh Pirates,RC
BSA-JDI,Jordan Díaz,Oakland Athletics,RC
BSA-JG,Jordan Groshans,Miami Marlins,RC
BSA-JJ,Josh Jung,Texas Rangers,RC
BSA-JP,Jermaine Palacios,Detroit Tigers,RC
BSA-JR,Julio Rodríguez,Seattle Mariners,
BSA-JT,Jackson Tetreault,Washington Nationals,RC
BSA-JWI,Josh Winckowski,Boston Red Sox,RC
BSA-KS,Kodai Senga,New York Mets,RC
BSA-LG,Luis Garcia,Houston Astros,
BSA-LO,Luis Ortiz,Pittsburgh Pirates,RC
BSA-LOH,Logan O'Hoppe,Angels,RC
BSA-LSO,Lenyn Sosa,Chicago White Sox,RC
BSA-LV,Louie Varland,Minnesota Twins,RC
BSA-LW,Logan Webb,San Francisco Giants,
BSA-LWA,Larry Walker,Colorado Rockies,
BSA-MH,Mitch Haniger,San Francisco Giants,
BSA-MHA,Michael Harris II,Atlanta Braves,RC
BSA-MJM,MJ Melendez,Kansas City Royals,
BSA-MM,Miles Mastrobuoni,Chicago Cubs,RC
BSA-MO,Magglio Ordonez,Chicago White Sox,
BSA-MSI,Michael Siani,Cincinnati Reds,RC
BSA-MST,Michael Stefanic,Angels,RC
BSA-MT,Mike Trout,Angels,
BSA-MVA,Miguel Vargas,Los Angeles Dodgers,RC
BSA-MY,Masataka Yoshida,Boston Red Sox,RC
BSA-OP,Oswald Peraza,New York Yankees,RC
BSA-PF,Prince Fielder,Milwaukee Brewers,
BSA-RG,Riley Greene,Detroit Tigers,RC
BSA-RR,Robbie Ray,Seattle Mariners,
BSA-SS,Spencer Steer,Cincinnati Reds,RC
BSA-SST,Stephen Strasburg,Washington Nationals,
BSA-SW,Simeon Woods Richardson,Minnesota Twins,RC
BSA-SWA,Steele Walker,Detroit Tigers,RC
BSA-TC,Triston Casas,Boston Red Sox,RC
BSA-TM,Trey Mancini,Chicago Cubs,
BSA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
BSA-YD,Yainer Díaz,Houston Astros,RC
