card_number,name,team,designations
BSA-AB,Alec Bohm,Philadelphia Phillies,
BSA-ABE,Adrian Beltre,Texas Rangers,
BSA-AF,Adam Frazier,Seattle Mariners,
BSA-AG,Alex Gordon,Kansas City Royals,
BSA-AP,A.J. Puk,Oakland Athletics,
BSA-AR,Aramis Ramirez,Chicago Cubs,
BSA-ARU,Adley Rutschman,Baltimore Orioles,RC
BSA-BKE,Buddy Kennedy,Arizona Diamondbacks,RC
BSA-BL,Barry Larkin,Cincinnati Reds,
BSA-BR,Brooks Robinson,Baltimore Orioles,
BSA-BRO,Brendan Rodgers,Colorado Rockies,
BSA-BUR,Peyton Burdick,Miami Marlins,RC
BSA-CC,Corbin Carroll,Arizona Diamondbacks,RC
BSA-CCA,Cade Cavalli,Washington Nationals,RC
BSA-CD,Carlos Delgado,Toronto Blue Jays,
BSA-CF,Cliff Floyd,Florida Marlins,
BSA-CHL,Charles Leblanc,Miami Marlins,RC
BSA-CJ,Cristian Javier,Houston Astros,
BSA-CJO,Chipper Jones,Atlanta Braves,
BSA-CM,Cal Mitchell,Pittsburgh Pirates,RC
BSA-CMO,Christopher Morel,Chicago Cubs,RC
BSA-DC,Dylan Carlson,St. Louis Cardinals,
BSA-DD,Dane Dunning,Texas Rangers,
BSA-DH,Darick Hall,Philadelphia Phillies,RC
BSA-DJ2,Derek Jeter,New York Yankees,
BSA-DMU,Dale Murphy,Atlanta Braves,
BSA-DPE,David Peterson,New York Mets,
BSA-DS,Darryl Strawberry,New York Mets,
BSA-ED,Ezequiel Duran,Texas Rangers,RC
BSA-EM,Eddie Murray,Baltimore Orioles,
BSA-ER,Esteury Ruiz,Milwaukee Brewers,RC
BSA-ES,Ethan Small,Milwaukee Brewers,RC
BSA-FA,Francisco Alvarez,New York Mets,RC
BSA-FRT,Freddy Tarnok,Atlanta Braves,RC
BSA-FT,Fernando Tatis Jr.,San Diego Padres,
BSA-GA,Graham Ashcraft,Cincinnati Reds,RC
BSA-GH,Gunnar Henderson,Baltimore Orioles,RC
BSA-GM,Gabriel Moreno,Toronto Blue Jays,RC
BSA-GP,Geraldo Perdomo,Arizona Diamondbacks,
BSA-HEN,David Hensley,Houston Astros,RC
BSA-HK,Ha-Seong Kim,San Diego Padres,
BSA-ICH,Ichiro,Seattle Mariners,
BSA-IHE,Ivan Herrera,St. Louis Cardinals,RC
BSA-JBA,Joey Bart,San Francisco Giants,
BSA-JD,Jeter Downs,Boston Red Sox,RC
BSA-JE,Jerar Encarnacion,Miami Marlins,RC
BSA-JJ,Josh Jung,Texas Rangers,RC
BSA-JJB,JJ Bleday,Miami Marlins,RC
BSA-JL,Jesus Luzardo,Miami Marlins,
BSA-JM,Juan Marichal,San Francisco Giants,
BSA-JMO,Justin Morneau,Minnesota Twins,
BSA-JOU,James Outman,Los Angeles Dodgers,RC
BSA-JP,Jim Palmer,Baltimore Orioles,
BSA-KC,Kody Clemens,Detroit Tigers,RC
BSA-KEC,Kerry Carpenter,Detroit Tigers,RC
BSA-KL,Korey Lee,Houston Astros,RC
BSA-LP,Liover Peguero,Pittsburgh Pirates,RC
BSA-LT,Lane Thomas,Washington Nationals,
BSA-LW,LaMonte Wade Jr.,San Francisco Giants,
BSA-MAG,Maikel Garcia,Kansas City Royals,RC
BSA-MG,Marco Gonzales,Seattle Mariners,
BSA-MH,Michael Harris II,Atlanta Braves,RC
