card_number,name,team,designations
AAA-JM,Joe Musgrove,San Diego Padres,
AAA-AN,Aaron Nola,Philadelphia Phillies,
AAA-SB,Shane Bieber,Cleveland Guardians,
AAA-AM,Alek Manoah,Toronto Blue Jays,
AAA-SS,Stephen Strasburg,Washington Nationals,
AAA-JU,Julio Urías,Los Angeles Dodgers,
AAA-LC,Luis Castillo,Seattle Mariners,
AAA-DC,Dylan Cease,Chicago White Sox,
AAA-SG,Sonny Gray,Minnesota Twins,
AAA-CR,Carlos Rodon,San Francisco Giants,
AAA-RJ,Randy Johnson,Arizona Diamondbacks,
AAA-GM,Greg Maddux,Atlanta Braves,
AAA-BG,Bob Gibson,St. Louis Cardinals,
AAA-PM,Pedro Martinez,Boston Red Sox,
AAA-CB,Corbin Burnes,Milwaukee Brewers,
AAA-SM,Shane McClanahan,Tampa Bay Rays,
AAA-SO,Shohei Ohtani,Angels,
AAA-NR,Nolan Ryan,Texas Rangers,
