card_number,name,team,designations
WCA-MT,Mike Trout,Angels,
WCA-VG,Vladimir Guerrero Montreàl Expos,,
WCA-CM,Cedric Mullins,Baltimore Orioles,
WCA-CY,Christian Yelich,Milwaukee Braves,
WCA-BA,Bobby Abreu,Philadelphia Phillies,
WCA-SG,Shawn Green,Toronto Blue Jays,
WCA-LW,Larry Walker,Colorado Rockies,
WCA-BL,Barry Larkin,Cincinnati Reds,
WCA-DW,David Wright,New York Mets,
WCA-AR,Alex Rodriguez,Seattle Mariners,
WCA-ED,Eric Davis,Cincinnati Reds,
WCA-DM,Dale Murphy,Atlanta Braves,
WCA-SS,Sammy Sosa,Chicago Cubs,
WCA-DS,Darryl Strawberry,New York Mets,
WCA-RA,Ronald Acuña Jr.,Atlanta Braves,
