card_number,name,team,designations
PPA-AN,Aaron Nola,Philadelphia Phillies,
PPA-AR,Anthony Rizzo,New York Yankees,
PPA-BH,Bryce Harper,Philadelphia Phillies,
PPA-FF,Freddie Freeman,Los Angeles Dodgers,
PPA-HK,Ha-Seong Kim,San Diego Padres,
PPA-JA,Jose Altuve,Houston Astros,
PPA-JR,José Ramírez,Cleveland Guardians,
PPA-JROD,Julio Rodríguez,Seattle Mariners,
PPA-JS,Juan Soto,San Diego Padres,
PPA-JU,Julio Urías,Los Angeles Dodgers,
PPA-MMA,Manny Machado,San Diego Padres,
PPA-MO,Matt Olson,Atlanta Braves,
PPA-OGO,Oscar Gonzalez,Cleveland Guardians,RC
PPA-RHO,Rhys Hoskins,Philadelphia Phillies,
PPA-YA,Yordan Alvarez,Houston Astros,
