card_number,name,team,designations
HSHA-AB,Alex Bregman,Houston Astros,
HSHA-AJ,Aaron Judge,New York Yankees,
HSHA-ARU,Adley Rutschman,Baltimore Orioles,
HSHA-BBX,Byron Buxton,Minnesota Twins,
HSHA-BH,Bryce Harper,Philadelphia Phillies,
HSHA-BW,Bobby Witt Jr.,Kansas City Royals,
HSHA-CC,Colton Cowser,Baltimore Orioles,RC
HSHA-CCA,Corbin Carroll,Arizona Diamondbacks,
HSHA-CM,Christopher Morel,Chicago Cubs,
HSHA-CS,Corey Seager,Texas Rangers,
HSHA-CY,Christian Yelich,Milwaukee Brewers,
HSHA-DS,Dansby Swanson,Chicago Cubs,
HSHA-ED,Elly De La Cruz,Cincinnati Reds,RC
HSHA-FF,Freddie Freeman,Los Angeles Dodgers,
HSHA-FT,Fernando Tatis Jr.,San Diego Padres,
HSHA-GC,Gerrit Cole,New York Yankees,
HSHA-GEL,Zack Gelof,Oakland Athletics,RC
HSHA-HD,Henry Davis,Pittsburgh Pirates,RC
HSHA-JA,Jose Altuve,Houston Astros,
HSHA-JC,Jazz Chisholm Jr.,Miami Marlins,
HSHA-JR,José Ramírez,Cleveland Guardians,
HSHA-JROD,Julio Rodríguez,Seattle Mariners,
HSHA-JS,Juan Soto,San Diego Padres,
HSHA-JV,Joey Votto,Cincinnati Reds,
HSHA-JW,Jordan Westburg,Baltimore Orioles,RC
HSHA-KB,Kris Bryant,Colorado Rockies,
HSHA-LR,Luis Robert Jr.,Chicago White Sox,
HSHA-MAU,Ronny Mauricio,New York Mets,RC
HSHA-MO,Matt Olson,Atlanta Braves,
HSHA-MT,Mike Trout,Angels,
HSHA-PA,Pete Alonso,New York Mets,
HSHA-PG,Paul Goldschmidt,St. Louis Cardinals,
HSHA-RA,Randy Arozarena,Tampa Bay Rays,
HSHA-RAJ,Ronald Acuña Jr.,Atlanta Braves,
HSHA-RD,Rafael Devers,Boston Red Sox,
HSHA-RG,Riley Greene,Detroit Tigers,
HSHA-SO,Shohei Ohtani,Angels,
HSHA-SS,Spencer Strider,Atlanta Braves,
HSHA-TT,Trea Turner,Philadelphia Phillies,
HSHA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
HSHA-YA,Yordan Alvarez,Houston Astros,
