card_number,name,team,designations
MLM-AB,Alex Bregman,Houston Astros,
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AN,Aaron Nola,Philadelphia Phillies,
MLM-AR,Anthony Rizzo,New York Yankees,
MLM-ARI,Austin Riley,Atlanta Braves,
MLM-AV,Anthony Volpe,New York Yankees,
MLM-BC,Brandon Crawford,San Francisco Giants,
MLM-BH,Bryce Harper,Philadelphia Phillies,
MLM-BR,Bryan Reynolds,Pittsburgh Pirates,
MLM-BW,Bobby Witt Jr.,Kansas City Royals,
MLM-CB,Corbin Burnes,Milwaukee Brewers,
MLM-CBE,Cody Bellinger,Chicago Cubs,
MLM-CC,Carlos Correa,Minnesota Twins,
MLM-CCA,Corbin Carroll,Arizona Diamondbacks,
MLM-CK,Clayton Kershaw,Los Angeles Dodgers,
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DS,Dansby Swanson,Chicago Cubs,
MLM-ED,Elly De La Cruz,Cincinnati Reds,RC
MLM-EJ,Eloy Jiménez,Chicago White Sox,
MLM-FA,Francisco Alvarez,New York Mets,
MLM-FF,Freddie Freeman,Los Angeles Dodgers,
MLM-FL,Francisco Lindor,New York Mets,
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GC,Gerrit Cole,New York Yankees,
MLM-GH,Gunnar Henderson,Baltimore Orioles,
MLM-GK,George Kirby,Seattle Mariners,
MLM-GS,George Springer,Toronto Blue Jays,
MLM-GST,Giancarlo Stanton,New York Yankees,
MLM-GT,Gleyber Torres,New York Yankees,
MLM-HD,Henry Davis,Pittsburgh Pirates,RC
MLM-HG,Hunter Greene,Cincinnati Reds,
MLM-JB,Javier Báez,Detroit Tigers,
MLM-JC,Jazz Chisholm Jr.,Miami Marlins,
MLM-JI,Jonathan India,Cincinnati Reds,
MLM-JJ,Josh Jung,Texas Rangers,
MLM-JM,Joe Musgrove,San Diego Padres,
MLM-JR,Julio Rodríguez,Seattle Mariners,
MLM-JRA,José Ramírez,Cleveland Guardians,
MLM-JRY,Joe Ryan,Minnesota Twins,
MLM-JS,Juan Soto,San Diego Padres,
MLM-JV,Joey Votto,Cincinnati Reds,
MLM-KB,Kris Bryant,Colorado Rockies,
MLM-KHA,Ke'Bryan Hayes,Pittsburgh Pirates,
MLM-KS,Kyle Schwarber,Philadelphia Phillies,
MLM-KT,Kyle Tucker,Houston Astros,
MLM-LR,Luis Robert Jr.,Chicago White Sox,
MLM-LS,Luis Severino,New York Yankees,
