card_number,name,team,designations
HLA-AJ,Aaron Judge,New York Yankees,
HLA-BB,Byron Buxton,Minnesota Twins,
HLA-JC,Jazz Chisholm Jr.,Miami Marlins,
HLA-JS,Juan Soto,San Diego Padres,
HLA-MT,Mike Trout,Angels,
HLA-PG,Paul Goldschmidt,St. Louis Cardinals,
HLA-RA,Ronald Acuña Jr.,Atlanta Braves,
HLA-SO,Shohei Ohtani,Angels,
HLA-YA,Yordan Alvarez,Houston Astros,
HLA2-AR,Austin Riley,Atlanta Braves,
HLA2-CJ,Chipper Jones,Atlanta Braves,
HLA2-CS,Corey Seager,Texas Rangers,
HLA2-FT,Frank Thomas,Chicago White Sox,
HLA2-JB,Jeff Bagwell,Houston Astros,
HLA2-MS,Mike Schmidt,Philadelphia Phillies,
HLA2-SS,Sammy Sosa,Chicago Cubs,
HLA-FF,Freddie Freeman,Los Angeles Dodgers,
HLA-PA,Pete Alonso,New York Mets,
