card_number,name,team,designations
TRAP-AB,Adrián Beltré,Texas Rangers,
TRAP-AJ,Aaron Judge,New York Yankees,
TRAP-AR,Anthony Rizzo,New York Yankees,
TRAP-ARI,Austin Riley,Atlanta Braves,
TRAP-ARU,Adley Rutschman,Baltimore Orioles,
TRAP-AV,Anthony Volpe,New York Yankees,
TRAP-BB,Byron Buxton,Minnesota Twins,
TRAP-BH,Bryce Harper,Philadelphia Phillies,
TRAP-CB,Corbin Burnes,Milwaukee Brewers,
TRAP-CBI,Craig Biggio,Houston Astros,
TRAP-CC,Corbin Carroll,Arizona Diamondbacks,
TRAP-CCS,CC Sabathia,New York Yankees,
TRAP-CJ,Chipper Jones,Atlanta Braves,
TRAP-CR,Cal Ripken Jr.,Baltimore Orioles,
TRAP-CY,Christian Yelich,Milwaukee Brewers,
TRAP-DJ,Derek Jeter,New York Yankees,
TRAP-DO,David Ortiz,Boston Red Sox,
TRAP-DP,Dustin Pedroia,Boston Red Sox,
TRAP-DW,David Wright,New York Mets,
TRAP-ED,Elly De La Cruz,Cincinnati Reds,RC
TRAP-FT,Fernando Tatis Jr.,San Diego Padres,
TRAP-FTH,Frank Thomas,Chicago White Sox,
TRAP-GC,Gerrit Cole,New York Yankees,
TRAP-GS,George Springer,Toronto Blue Jays,
TRAP-HG,Hunter Greene,Cincinnati Reds,
TRAP-JA,Jose Altuve,Houston Astros,
TRAP-JCJ,Jazz Chisholm Jr.,Miami Marlins,
TRAP-JD,Jasson Domínguez,New York Yankees,RC
TRAP-JL,Jordan Lawlar,Arizona Diamondbacks,RC
TRAP-JRA,José Ramírez,Cleveland Guardians,
TRAP-JROD,Julio Rodríguez,Seattle Mariners,
TRAP-JS,Juan Soto,San Diego Padres,
TRAP-JSM,John Smoltz,Atlanta Braves,
TRAP-JVO,Joey Votto,Cincinnati Reds,
TRAP-LW,Larry Walker,Colorado Rockies,
TRAP-MC,Matt Chapman,Toronto Blue Jays,
TRAP-MMU,Max Muncy,Los Angeles Dodgers,
TRAP-MP,Mike Piazza,New York Mets,
TRAP-MT,Mike Trout,Angels,
TRAP-OA,Ozzie Albies,Atlanta Braves,
TRAP-OS,Ozzie Smith,St. Louis Cardinals,
TRAP-PG,Paul Goldschmidt,St. Louis Cardinals,
TRAP-RAJ,Ronald Acuña Jr.,Atlanta Braves,
TRAP-RM,Ryan Mountcastle,Baltimore Orioles,
TRAP-SCH,Mike Schmidt,Philadelphia Phillies,
TRAP-SO,Shohei Ohtani,Angels,
TRAP-SR,Scott Rolen,Cincinnati Reds,
TRAP-TG,Tom Glavine,New York Mets,
TRAP-TGL,Tom Glavine,Atlanta Braves,
TRAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-YA,Yordan Alvarez,Houston Astros,
TRAP2-AJ,Aaron Judge,New York Yankees,
TRAP2-AR,Adley Rutschman,Baltimore Orioles,
TRAP2-BH,Bryce Harper,Philadelphia Phillies,
TRAP2-BW,Bobby Witt Jr.,Kansas City Royals,
TRAP2-CAR,Corbin Carroll,Arizona Diamondbacks,
TRAP2-CJ,Chipper Jones,Atlanta Braves,
TRAP2-CK,Clayton Kershaw,Los Angeles Dodgers,
TRAP2-COR,Carlos Correa,Minnesota Twins,
TRAP2-CR,Cal Ripken Jr.,Baltimore Orioles,
TRAP2-DJ,Derek Jeter,New York Yankees,
TRAP2-ED,Elly De La Cruz,Cincinnati Reds,RC
TRAP2-FT,Fernando Tatis Jr.,San Diego Padres,
TRAP2-HD,Henry Davis,Pittsburgh Pirates,RC
TRAP2-HK,Heston Kjerstad,Baltimore Orioles,RC
TRAP2-JD,Jasson Domínguez,New York Yankees,RC
TRAP2-JR,José Ramírez,Cleveland Guardians,
TRAP2-JROD,Julio Rodríguez,Seattle Mariners,
TRAP2-JS,Juan Soto,San Diego Padres,
TRAP2-MT,Mike Trout,Angels,
TRAP2-PG,Paul Goldschmidt,St. Louis Cardinals,
TRAP2-RD,Rafael Devers,Boston Red Sox,
TRAP2-RIL,Austin Riley,Atlanta Braves,
TRAP2-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-ABR,Alex Bregman,Houston Astros,
TRAP-AN,Aaron Nola,Philadelphia Phillies,
TRAP-BWI,Bobby Witt Jr.,Kansas City Royals,
TRAP-CS,Corey Seager,Texas Rangers,
TRAP-JI,Jonathan India,Cincinnati Reds,
TRAP-JTR,J.T. Realmuto,Philadelphia Phillies,
TRAP-JW,Jordan Walker,St. Louis Cardinals,
TRAP-KT,Kyle Tucker,Houston Astros,
TRAP-LC,Luis Castillo,Seattle Mariners,
TRAP-MM,Manny Machado,San Diego Padres,
TRAP-MS,Max Scherzer,New York Mets,
TRAP-PA,Pete Alonso,New York Mets,
TRAP-RA,Randy Arozarena,Tampa Bay Rays,
TRAP-SG,Sonny Gray,Minnesota Twins,
TRAP-XB,Xander Bogaerts,San Diego Padres,
