card_number,name,team,designations
SS-AR,Austin Riley,Atlanta Braves,
SS-ARU,Adley Rutschman,Baltimore Orioles,
SS-BH,Bryce Harper,Philadelphia Phillies,
SS-CB,Cody Bellinger,Chicago Cubs,
SS-CS,Corey Seager,Texas Rangers,
SS-FL,Francisco Lindor,New York Mets,
SS-GH,Gunnar Henderson,Baltimore Orioles,
SS-JR,Julio Rodríguez,Seattle Mariners,
SS-JS,Juan Soto,San Diego Padres,
SS-KT,Kyle Tucker,Houston Astros,
SS-LA,Luis Arraez,Miami Marlins,
SS-LR,Luis Robert Jr.,Chicago White Sox,
SS-MB,Mookie Betts,Los Angeles Dodgers,
SS-MO,Matt Olson,Atlanta Braves,
SS-MS,Marcus Semien,Texas Rangers,
SS-RA,Ronald Acuña Jr.,Atlanta Braves,
SS-RD,Rafael Devers,Boston Red Sox,
SS-SO,Shohei Ohtani,Angels,
SS-WC,William Contreras,Milwaukee Brewers,
SS-YD,Yandy Díaz,Tampa Bay Rays,
