card_number,name,team,designations
CSR-AK,Al Kaline,Detroit Tigers,
CSR-BD,Bill Dickey,New York Yankees,
CSR-BF,Bob Feller,Cleveland,
CSR-BG,Bob Gibson,St. Louis Cardinals,
CSR-BGR,Burleigh Grimes,Brooklyn Dodgers,
CSR-BH,Billy Herman,Chicago Cubs,
CSR-BR,Babe Ruth,New York Yankees,
CSR-CG,Charlie Gehringer,Detroit Tigers,
CSR-CM,Connie Mack Philadelphia,Athletics,
CSR-CY,Cy Young,Boston Red Sox,
CSR-DD,Dizzy Dean,St. Louis Cardinals,
CSR-DS,Duke Snider,Brooklyn Dodgers,
CSR-EB,Ernie Banks,Chicago Cubs,
CSR-EM,Eddie Mathews,Milwaukee Braves,
CSR-GH,Gil Hodges,Brooklyn Dodgers,
CSR-GK,George Kell,Detroit Tigers,
CSR-HA,Hank Aaron,Milwaukee Braves,
CSR-HG,Hank Greenberg,Detroit Tigers,
CSR-HK,Harmon Killebrew,Minnesota Twins,
CSR-HWA,Honus Wagner,Pittsburgh Pirates,
CSR-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CSR-JMI,Johnny Mize,St. Louis Cardinals,
CSR-JR,Jackie Robinson,Brooklyn Dodgers,
CSR-KP,Kirby Puckett,Minnesota Twins,
CSR-LB,Lou Boudreau,Cleveland,
CSR-MI,Monte Irvin,New York Giants,
CSR-MO,Mel Ott,New York Giants,
CSR-PR,Pee Wee Reese,Brooklyn Dodgers,
CSR-PRZ,Phil Rizzuto,New York Yankees,
CSR-PWR,Pee Wee Reese,Brooklyn Dodgers,
CSR-RC,Roy Campanella,Brooklyn Dodgers,
CSR-RCL,Roberto Clemente,Pittsburgh Pirates,
CSR-RF,Rick Ferrell,St. Louis Browns,
CSR-RH,Rogers Hornsby,St. Louis Cardinals,
CSR-RK,Ralph Kiner,Pittsburgh Pirates,
CSR-RM,Roger Maris,New York Yankees,
CSR-RS,Ron Santo,Chicago Cubs,
CSR-RSC,Red Schoendienst,St. Louis Cardinals,
CSR-SM,Stan Musial,St. Louis Cardinals,
CSR-SP,Satchel Paige,St. Louis Browns,
CSR-TC,Ty Cobb,Detroit Tigers,
CSR-TS,Tom Seaver,New York Mets,
CSR-TW,Ted Williams,Boston Red Sox,
CSR-WF,Whitey Ford,New York Yankees,
CSR-WH,Waite Hoyt,New York Yankees,
CSR-WS,Warren Spahn,Milwaukee Braves,
CS2-AK,Al Kaline,Detroit Tigers,
CS2-BD,Bill Dickey,New York Yankees,
CS2-BF,Bob Feller,Cleveland,
CS2-BG,Bob Gibson,St. Louis Cardinals,
CS2-BGR,Burleigh Grimes,Brooklyn Dodgers,
CS2-BH,Billy Herman,Chicago Cubs,
CS2-CG,Charlie Gehringer,Detroit Tigers,
CS2-CY,Cy Young,Boston Red Sox,
CS2-D,Joe DiMaggio,New York Yankees,
CS2-DD,Don Drysdale,Los Angeles Dodgers,
CS2-DDE,Dizzy Dean,St. Louis Cardinals,
CS2-DS,Duke Snider,Brooklyn Dodgers,
CS2-EM,Eddie Mathews,Milwaukee Braves,
CS2-GC,Gary Carter,New York Mets,
CS2-GHP,"George ""High Pockets"" Kelly",New York Giants,
CS2-GK,George Kell,Detroit Tigers,
CS2-HG,Hank Greenberg,Detroit Tigers,
CS2-HK,Harmon Killebrew,Minnesota Twins,
CS2-HW,Hoyt Wilhelm,Chicago White Sox,
CS2-HWA,Honus Wagner,Pittsburgh Pirates,
CS2-JMI,Johnny Mize,St. Louis Cardinals,
CS2-KP,Kirby Puckett,Minnesota Twins,
CS2-LB,Lou Brock,St. Louis Cardinals,
CS2-LBR,Lou Boudreau,Cleveland,
CS2-LG,Lefty Grove Philadelphia,Athletics,
CS2-MI,Monte Irvin,New York Giants,
CS2-MM,Mickey Mantle,New York Yankees,
CS2-MO,Mel Ott,New York Giants,
CS2-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS2-RC,Roy Campanella,Brooklyn Dodgers,
CS2-RF,Rick Ferrell,St. Louis Browns,
CS2-RK,Ralph Kiner,Pittsburgh Pirates,
CS2-RM,Roger Maris,New York Yankees,
CS2-RS,Ron Santo,Chicago Cubs,
CS2-SM,Stan Musial,St. Louis Cardinals,
CS2-TG,Tony Gwynn,San Diego Padres,
CS2-TM,Thurman Munson,New York Yankees,
CS2-TW,Ted Williams,Boston Red Sox,
CS2-WF,Whitey Ford,New York Yankees,
CS2-WH,Waite Hoyt,New York Yankees,
CS2-WSP,Warren Spahn,Milwaukee Braves,
