card_number,name,team,designations
ITN-AC,Alex Cobb,San Francisco Giants,
ITN-AD,Alexis Díaz,Cincinnati Reds,
ITN-AG,Adolis García,Texas Rangers,
ITN-AH,Austin Hays,Baltimore Orioles,
ITN-AR,Austin Riley,Atlanta Braves,
ITN-ARU,Adley Rutschman,Baltimore Orioles,
ITN-BB,Bo Bichette,Toronto Blue Jays,
ITN-CB,Corbin Burnes,Milwaukee Brewers,
ITN-CC,Corbin Carroll,Arizona Diamondbacks,
ITN-CD,Camilo Doval,San Francisco Giants,
ITN-CE,Carlos Estévez,Angels,
ITN-CK,Craig Kimbrel,Philadelphia Phillies,
ITN-CS,Corey Seager,Texas Rangers,
ITN-DB,David Bednar,Pittsburgh Pirates,
ITN-DW,Devin Williams,Milwaukee Brewers,
ITN-ED,Elias Díaz,Colorado Rockies,
ITN-FB,Félix Bautista,Baltimore Orioles,
ITN-FF,Freddie Freeman,Los Angeles Dodgers,
ITN-GK,George Kirby,Seattle Mariners,
ITN-GP,Geraldo Perdomo,Arizona Diamondbacks,
ITN-JH,Josh Hader,San Diego Padres,
ITN-JHE,Jonah Heim,Texas Rangers,
ITN-JJ,Josh Jung,Texas Rangers,
ITN-JL,Jorge López,Minnesota Twins,
ITN-JM,J.D. Martinez,Los Angeles Dodgers,
ITN-JR,Jordan Romano,Toronto Blue Jays,
ITN-JRA,José Ramírez,Cleveland Guardians,
ITN-JROD,Julio Rodríguez,Seattle Mariners,
ITN-JS,Justin Steele,Chicago Cubs,
ITN-JSO,Jorge Soler,Miami Marlins,
ITN-JST,Juan Soto,San Diego Padres,
ITN-KJ,Kenley Jansen,Boston Red Sox,
ITN-KS,Kodai Senga,New York Mets,
ITN-KT,Kyle Tucker,Houston Astros,
ITN-LC,Luis Castillo,Seattle Mariners,
ITN-LG,Lourdes Gurriel Jr.,Arizona Diamondbacks,
ITN-MB,Mookie Betts,Los Angeles Dodgers,
ITN-MK,Mitch Keller,Pittsburgh Pirates,
ITN-ML,Michael Lorenzen,Detroit Tigers,
ITN-MO,Matt Olson,Atlanta Braves,
ITN-MS,Marcus Semien,Texas Rangers,
ITN-NA,Nolan Arenado,St. Louis Cardinals,
ITN-NE,Nathan Eovaldi,Texas Rangers,
ITN-OA,Ozzie Albies,Atlanta Braves,
ITN-OAR,Orlando Arcia,Atlanta Braves,
ITN-PA,Pete Alonso,New York Mets,
ITN-RA,Ronald Acuña Jr.,Atlanta Braves,
ITN-RAR,Randy Arozarena,Tampa Bay Rays,
ITN-SG,Sonny Gray,Minnesota Twins,
ITN-SM,Shane McClanahan,Tampa Bay Rays,
ITN-SMU,Sean Murphy,Atlanta Braves,
ITN-SOH,Shohei Ohtani,Angels,
ITN-SP,Salvador Perez,Kansas City Royals,
ITN-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
ITN-WM,Whit Merrifield,Toronto Blue Jays,
ITN-WS,Will Smith,Los Angeles Dodgers,
