card_number,name,team,designations
BSA-AA,Adael Amador,Colorado Rockies,RC
BSA-AB,Alec Burleson,St. Louis Cardinals,
BSA-ADI,Alexis Díaz,Cincinnati Reds,
BSA-AG,Andrés Giménez,Cleveland Guardians,
BSA-AJ,Andruw Jones,Atlanta Braves,
BSA-AMA,Adam Mazur,Miami Marlins,RC
BSA-BB,Byron Buxton,Minnesota Twins,
BSA-BD,Bryan De La Cruz,Pittsburgh Pirates,
BSA-BDO,Brenton Doyle,Colorado Rockies,
BSA-BDU,Blake Dunn,Cincinnati Reds,RC
BSA-BJ,Ben Joyce,Angels,
BSA-BL,Brooks Lee,Minnesota Twins,RC
BSA-BM,Bryce Miller,Seattle Mariners,
BSA-BP,Brandon Pfaadt,Arizona Diamondbacks,
BSA-BT,Brice Turang,Milwaukee Brewers,
BSA-CA,CJ Alexander,Kansas City Royals,RC
BSA-CFI,Cecil Fielder,Detroit Tigers,
BSA-CL,Cliff Lee,Philadelphia Phillies,
BSA-CMC,Chayce McDermott,Baltimore Orioles,RC
BSA-CMO,Christopher Morel,Tampa Bay Rays,
BSA-CN,Connor Norby,Miami Marlins,RC
BSA-CP,Cade Povich,Baltimore Orioles,RC
BSA-CR,Carlos Rodriguez,Milwaukee Brewers,RC
BSA-DF,David Festa,Minnesota Twins,RC
BSA-DJ,David Justice,Atlanta Braves,
BSA-DM,Dale Murphy,Atlanta Braves,
BSA-DS,Darryl Strawberry,New York Mets,
BSA-DT,Drew Thorpe,Chicago White Sox,RC
BSA-GG,Gordon Graceffo,St. Louis Cardinals,RC
BSA-GMO,Gabriel Moreno,Arizona Diamondbacks,
BSA-GR,Grayson Rodriguez,Baltimore Orioles,
BSA-GS,Gavin Stone,Los Angeles Dodgers,
BSA-HB,Hayden Birdsong,San Francisco Giants,RC
BSA-HJ,Howard Johnson,New York Mets,
BSA-JB,José Berríos,Toronto Blue Jays,
BSA-JBL,Jake Bloss,Toronto Blue Jays,RC
BSA-JG,Juan Gonzalez,Texas Rangers,
BSA-JHM,Justyn-Henry Malloy,Detroit Tigers,RC
BSA-JI,Jake Irvin,Washington Nationals,
BSA-JK,John Kruk,Philadelphia Phillies,
BSA-JKO,Jack Kochanowicz,Angels,RC
BSA-JMI,Jose Miranda,Minnesota Twins,
BSA-JN,Jhonkensy Noel,Cleveland Guardians,RC
BSA-JO,Joey Ortiz,Milwaukee Brewers,
BSA-JS,Johan Santana,New York Mets,
BSA-JW,Justin Wrobleski,Los Angeles Dodgers,RC
BSA-JWO,James Wood,Washington Nationals,RC
BSA-KC,Kerry Carpenter,Detroit Tigers,
