card_number,name,team,designations
SS-1,Mike Trout,Angels,
SS-2,Ketel Marte,Arizona Diamondbacks,
SS-3,Corbin Carroll,Arizona Diamondbacks,
SS-4,Ronald Acuña Jr.,Atlanta Braves,
SS-5,Matt Olson,Atlanta Braves,
SS-6,Adley Rutschman,Baltimore Orioles,
SS-7,Gunnar Henderson,Baltimore Orioles,
SS-8,Jarren Duran,Boston Red Sox,
SS-9,Rafael Devers,Boston Red Sox,
SS-10,Shota Imanaga,Chicago Cubs,
SS-11,Elly De La Cruz,Cincinnati Reds,
SS-12,José Ramírez,Cleveland Guardians,
SS-13,Tarik Skubal,Detroit Tigers,
SS-14,Riley Greene,Detroit Tigers,
SS-15,Yordan Alvarez,Houston Astros,
SS-16,Jose Altuve,Houston Astros,
SS-17,Bobby Witt Jr.,Kansas City Royals,
SS-18,Salvador Perez,Kansas City Royals,
SS-19,Shohei Ohtani,Los Angeles Dodgers,
SS-20,Mookie Betts,Los Angeles Dodgers,
SS-21,Freddie Freeman,Los Angeles Dodgers,
SS-22,Teoscar Hernández,Los Angeles Dodgers,
SS-23,Christian Yelich,Milwaukee Brewers,
SS-24,Jackson Chourio,Milwaukee Brewers,
SS-25,Carlos Correa,Minnesota Twins,
SS-26,Pete Alonso,New York Mets,
SS-27,Francisco Lindor,New York Mets,
SS-28,Aaron Judge,New York Yankees,
SS-29,Juan Soto,New York Mets,
SS-30,Lawrence Butler,Athletics,
SS-31,Bryce Harper,Philadelphia Phillies,
SS-32,Trea Turner,Philadelphia Phillies,
SS-33,Yoshinobu Yamamoto,Los Angeles Dodgers,
SS-34,Paul Skenes,Pittsburgh Pirates,
SS-35,Jackson Merrill,San Diego Padres,
SS-36,Fernando Tatis Jr.,San Diego Padres,
SS-37,Julio Rodríguez,Seattle Mariners,
SS-38,Vladimir Guerrero Jr.,Toronto Blue Jays,
SS-39,James Wood,Washington Nationals,RC
SS-40,Corey Seager,Texas Rangers,
SS-41,Roki Sasaki,Los Angeles Dodgers,RC
SS-42,Nolan Arenado,St. Louis Cardinals,
SS-43,Zach Neto,Angels,
SS-44,Blake Snell,Los Angeles Dodgers,
SS-45,Jacob deGrom,Texas Rangers,
SS-46,Manny Machado,San Diego Padres,
SS-47,Gerrit Cole,New York Yankees,
SS-48,Dylan Crews,Washington Nationals,RC
SS-49,Junior Caminero,Tampa Bay Rays,
SS-50,Wyatt Langford,Texas Rangers,
