card_number,name,team,designations
1,Shohei Ohtani,Los Angeles Dodgers,
20,Coby Mayo,Baltimore Orioles,RC
49,Christian Yelich,Milwaukee Brewers,
65,Gunnar Henderson,Baltimore Orioles,
74,Dylan Crews,Washington Nationals,RC
78,Corbin Carroll,Arizona Diamondbacks,
80,Jace Jung,Detroit Tigers,RC
98,Paul Skenes,Pittsburgh Pirates,
100,Bobby Witt Jr.,Kansas City Royals,
101,Nolan Arenado,St. Louis Cardinals,
163,Vladimir Guerrero Jr.,Toronto Blue Jays,
181,James Wood,Washington Nationals,RC
200,Mike Trout,Angels,
207,Ronald Acuña Jr.,Atlanta Braves,
215,Manny Machado,San Diego Padres,
244,Yordan Alvarez,Houston Astros,
250,Bryce Harper,Philadelphia Phillies,
266,Julio Rodríguez,Seattle Mariners,
275,Carlos Correa,Minnesota Twins,
281,Corey Seager,Texas Rangers,
285,Rafael Devers,Boston Red Sox,
300,Aaron Judge,New York Yankees,
314,Jacob Wilson,Athletics,RC
317,Brooks Lee,Minnesota Twins,RC
350,Francisco Lindor,New York Mets,
OTB2-1,Jackson Chourio,Milwaukee Brewers,
OTB2-2,Wyatt Langford,Texas Rangers,
OTB2-3,Shota Imanaga,Chicago Cubs,
OTB2-4,Ozzie Albies,Atlanta Braves,
OTB2-5,Michael Harris II,Atlanta Braves,
OTB2-6,Spencer Strider,Atlanta Braves,
OTB2-7,Adley Rutschman,Baltimore Orioles,
OTB2-8,Jarren Duran,Boston Red Sox,
OTB2-9,Alex Bregman,Boston Red Sox,
OTB2-10,Mookie Betts,Los Angeles Dodgers,
OTB2-11,William Contreras,Milwaukee Brewers,
OTB2-12,Byron Buxton,Minnesota Twins,
OTB2-13,Pete Alonso,New York Mets,
OTB2-14,Juan Soto,New York Mets,
OTB2-15,Trea Turner,Philadelphia Phillies,
OTB2-16,Fernando Tatis Jr.,San Diego Padres,
OTB2-17,Paul Goldschmidt,New York Yankees,
OTB2-18,Shohei Ohtani,Los Angeles Dodgers,
OTB2-19,Jackson Jobe,Detroit Tigers,RC
OTB2-20,Kevin Alcántara,Chicago Cubs,RC
OTB2-21,Luisangel Acuña,New York Mets,RC
OTB2-22,Kumar Rocker,Texas Rangers,RC
OTB2-23,Thomas Saggese,St. Louis Cardinals,RC
OTB2-24,Roki Sasaki,Los Angeles Dodgers,RC
OTB2-25,Bo Bichette,Toronto Blue Jays,
