card_number,name,team,designations
CS-AK,Al Kaline,Detroit Tigers,
CS-BD,Bill Dickey,New York Yankees,
CS-BF,Bob Feller,Cleveland,
CS-BG,Bob Gibson,St. Louis Cardinals,
CS-BGR,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BR,Babe Ruth,New York Yankees,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-CM,Connie Mack Philadelphia,Athletics,
CS-CY,Cy Young,Boston Red Sox,
CS-DD,Dizzy Dean,St. Louis Cardinals,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-HA,Hank Aaron,Milwaukee Braves,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-HW,Honus Wagner,Pittsburgh Pirates,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Joe Morgan,Cincinnati Reds,
CS-JMI,Johnny Mize,St. Louis Cardinals,
CS-JR,Jackie Robinson,Brooklyn Dodgers,
CS-KP,Kirby Puckett,Minnesota Twins,
CS-LB,Lou Boudreau,Cleveland,
CS-LG,Lefty Grove Philadelphia,Athletics,
CS-MO,Mel Ott,New York Giants,
CS-PR,Pee Wee Reese,Brooklyn Dodgers,
CS-PRZ,Phil Rizzuto,New York Yankees,
CS-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS-RC,Roy Campanella,Brooklyn Dodgers,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RH,Rogers Hornsby,St. Louis Cardinals,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-RS,Ron Santo,Chicago Cubs,
CS-RSC,Red Schoendienst,St. Louis Cardinals,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,St. Louis Browns,
CS-TG,Tony Gwynn,San Diego Padres,
CS-TM,Thurman Munson,New York Yankees,
CS-TS,Tom Seaver,New York Mets,
CS-TSP,Tris Speaker,Boston Red Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WF,Whitey Ford,New York Yankees,
CS-WH,Waite Hoyt,New York Yankees,
CS-WM,Willie McCovey,San Francisco Giants,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-WS,Warren Spahn,Milwaukee Braves,
CS-LD,Larry Doby,Cleveland,
CS-TC,Ty Cobb,Detroit Tigers,
CS-RCL,Roberto Clemente,Pittsburgh Pirates,
