card_number,name,team,designations
CS-AK,Al Kaline,Detroit Tigers,
CS-BD,Bill Dickey,New York Yankees,
CS-BF,Bob Feller,Cleveland,
CS-BG,Bob Gibson,St. Louis Cardinals,
CS-BGR,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-CM,Connie Mack Philadelphia,Athletics,
CS-CY,Cy Young,Boston Red Sox,
CS-DDE,Dizzy Dean,St. Louis Cardinals,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-GKE,George Kell,Detroit Tigers,
CS-GKY,"George ""High Pockets"" Kelly",New York Giants,
CS-HA,Hank Aaron,Milwaukee Braves,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-HW,Hoyt Wilhelm,Chicago White Sox,
CS-HWA,Honus Wagner,Pittsburgh Pirates,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Joe Morgan,Cincinnati Reds,
CS-JMZ,Johnny Mize,St. Louis Cardinals,
CS-KP,Kirby Puckett,Minnesota Twins,
CS-LB,Lou Brock,St. Louis Cardinals,
CS-LBO,Lou Boudreau,Cleveland,
CS-LD,Larry Doby,Cleveland,
CS-LG,Lefty Grove Philadelphia,Athletics,
CS-MI,Monte Irvin,New York Giants,
CS-MO,Mel Ott,New York Giants,
CS-PRZ,Phil Rizzuto,New York Yankees,
CS-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS-RCA,Roy Campanella,Brooklyn Dodgers,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RH,Rogers Hornsby,St. Louis Cardinals,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-RS,Ron Santo,Chicago Cubs,
CS-RSC,Red Schoendienst,St. Louis Cardinals,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,St. Louis Browns,
CS-TG,Tony Gwynn,San Diego Padres,
CS-TM,Thurman Munson,New York Yankees,
CS-TS,Tom Seaver,New York Mets,
CS-TSP,Tris Speaker,Boston Red Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WF,Whitey Ford,New York Yankees,
CS-WH,Waite Hoyt,New York Yankees,
CS-WM,Willie McCovey,San Francisco Giants,
CS-WS,Warren Spahn,Milwaukee Braves,
