card_number,name,team,designations
TRAP-AB,Adrian Beltre,Texas Rangers,
TRAP-AJ,Aaron Judge,New York Yankees,
TRAP-AR,Anthony Rizzo,New York Yankees,
TRAP-ARI,Austin Riley,Atlanta Braves,
TRAP-ARU,Adley Rutschman,Baltimore Orioles,RC
TRAP-BB,Byron Buxton,Minnesota Twins,
TRAP-BH,Bryce Harper,Philadelphia Phillies,
TRAP-BL,Barry Larkin,Cincinnati Reds,
TRAP-BP,Buster Posey,San Francisco Giants,
TRAP-BW,Brandon Woodruff,Milwaukee Brewers,
TRAP-BWI,Bobby Witt Jr.,Kansas City Royals,
TRAP-CB,Corbin Burnes,Milwaukee Brewers,
TRAP-CJ,Chipper Jones,Atlanta Braves,
TRAP-CM,Christopher Morel,Chicago Cubs,RC
TRAP-CR,Cal Ripken Jr.,Baltimore Orioles,
TRAP-CY,Christian Yelich,Milwaukee Brewers,
TRAP-DC,Dylan Cease,Chicago White Sox,
TRAP-DJ,Derek Jeter,New York Yankees,
TRAP-DO,David Ortiz,Boston Red Sox,
TRAP-DP,Dustin Pedroia,Boston Red Sox,
TRAP-DS,Dansby Swanson,Atlanta Braves,
TRAP-DW,David Wright,New York Mets,
TRAP-EM,Eddie Murray,Baltimore Orioles,
TRAP-FF,Freddie Freeman,Los Angeles Dodgers,
TRAP-GS,George Springer,Toronto Blue Jays,
TRAP-JA,Jose Altuve,Houston Astros,
TRAP-JC,Jazz Chisholm Jr.,Miami Marlins,
TRAP-JD,Jeter Downs,Boston Red Sox,RC
TRAP-JF,Jack Flaherty,St. Louis Cardinals,
TRAP-JR,Jim Rice,Boston Red Sox,
TRAP-JROD,Julio Rodriguez,Seattle Mariners,
TRAP-JSM,John Smoltz,Atlanta Braves,
TRAP-JVO,Joey Votto,Cincinnati Reds,
TRAP-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
TRAP-LW,Larry Walker,Colorado Rockies,
TRAP-MCA,Miguel Cabrera,Detroit Tigers,
TRAP-MM,Manny Machado,San Diego Padres,
TRAP-MMU,Max Muncy,Los Angeles Dodgers,
TRAP-MT,Mike Trout,Angels,
TRAP-NG,Nolan Gorman,St. Louis Cardinals,RC
TRAP-OA,Ozzie Albies,Atlanta Braves,
TRAP-OS,Ozzie Smith,St. Louis Cardinals,
TRAP-PA,Pete Alonso,New York Mets,
TRAP-PG,Paul Goldschmidt,St. Louis Cardinals,
TRAP-RAJ,Ronald Acuña Jr.,Atlanta Braves,
TRAP-RD,Rafael Devers,Boston Red Sox,
TRAP-RG,Riley Greene,Detroit Tigers,RC
TRAP-RM,Ryan Mountcastle,Baltimore Orioles,
TRAP-SB,Shane Bieber,Cleveland Guardians,
TRAP-SO,Shohei Ohtani,Angels,
TRAP-TG,Tom Glavine,New York Mets,
TRAP-TGL,Tom Glavine,Atlanta Braves,
TRAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-YA,Yordan Alvarez,Houston Astros,
TRAP-WBU,Walker Buehler,Los Angeles Dodgers,
TRAP2-AJ,Aaron Judge,New York Yankees,
TRAP2-AR,Adley Rutschman,Baltimore Orioles,RC
TRAP2-ARI,Anthony Rizzo,New York Yankees,
TRAP2-ARY,Austin Riley,Atlanta Braves,
TRAP2-AV,Andrew Vaughn,Chicago White Sox,
TRAP2-BB,Brett Baty,New York Mets,RC
TRAP2-BBX,Byron Buxton,Minnesota Twins,
TRAP2-BH,Bryce Harper,Philadelphia Phillies,
TRAP2-BWJ,Bobby Witt Jr.,Kansas City Royals,
TRAP2-CB,Corbin Burnes,Milwaukee Brewers,
TRAP2-CBI,Craig Biggio,Houston Astros,
TRAP2-CC,Corbin Carroll,Arizona Diamondbacks,RC
TRAP2-CJ,Chipper Jones,Atlanta Braves,
TRAP2-CM,Christopher Morel,Chicago Cubs,RC
TRAP2-DO,David Ortiz,Boston Red Sox,
TRAP2-DS,Dansby Swanson,Atlanta Braves,
TRAP2-DW,David Wright,New York Mets,
TRAP2-GH,Gunnar Henderson,Baltimore Orioles,RC
TRAP2-JA,José Abreu,Chicago White Sox,
TRAP2-JJ,Josh Jung,Texas Rangers,RC
TRAP2-JR,Julio Rodríguez,Seattle Mariners,
TRAP2-JRA,José Ramírez,Cleveland Guardians,
TRAP2-JSM,John Smoltz,Atlanta Braves,
TRAP2-MM,Max Muncy,Los Angeles Dodgers,
TRAP2-MO,Matt Olson,Atlanta Braves,
TRAP2-MT,Mike Trout,Angels,
TRAP2-NAY,Bo Naylor,Cleveland Guardians,RC
TRAP2-NG,Nolan Gorman,St. Louis Cardinals,RC
TRAP2-OA,Ozzie Albies,Atlanta Braves,
TRAP2-PA,Pete Alonso,New York Mets,
TRAP2-RAJ,Ronald Acuña Jr.,Atlanta Braves,
TRAP2-RG,Riley Greene,Detroit Tigers,RC
TRAP2-SP,Salvador Perez,Kansas City Royals,
TRAP2-TGL,Tom Glavine,Atlanta Braves,
TRAP2-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-JAB,Jose Abreu,Chicago White Sox,
TRAP-RA,Randy Arozarena,Tampa Bay Rays,
TRAP-CBE,Cody Bellinger,Los Angeles Dodgers,
TRAP-JB,Jose Berrios,Toronto Blue Jays,
TRAP-WC,Willson Contreras,Chicago Cubs,
TRAP-JTR,J.T. Realmuto,Philadelphia Phillies,
TRAP-SP,Salvador Perez,Kansas City Royals,
TRAP-CBI,Craig Biggio,Houston Astros,
TRAP-WB,Wade Boggs,Tampa Bay Devil Rays,
TRAP-MC,Matt Chapman,Toronto Blue Jays,
TRAP-EJ,Eloy Jiménez,Chicago White Sox,
TRAP-YM,Yadier Molina,St. Louis Cardinals,
