card_number,name,team,designations
ITN-AB,Alex Bregman,Houston Astros,
ITN-AM,Andrew McCutchen,Philadelphia Phillies,
ITN-AN,Aaron Nola,Philadelphia Phillies,
ITN-AR,Adley Rutschman,Baltimore Orioles,RC
ITN-BB,Byron Buxton,Minnesota Twins,
ITN-BC,Brandon Crawford,San Francisco Giants,
ITN-BL,Brandon Lowe,Tampa Bay Rays,
ITN-BR,Bryan Reynolds,Pittsburgh Pirates,
ITN-BS,Blake Snell,San Diego Padres,
ITN-BW,Bobby Witt Jr.,Kansas City Royals,
ITN-CB,Charlie Blackmon,Colorado Rockies,
ITN-CBE,Cody Bellinger,Los Angeles Dodgers,
ITN-CBU,Corbin Burnes,Milwaukee Brewers,
ITN-CM,Cedric Mullins,Baltimore Orioles,
ITN-CY,Christian Yelich,Milwaukee Brewers,
ITN-DC,Dylan Carlson,St. Louis Cardinals,
ITN-DO,David Ortiz,Boston Red Sox,
ITN-DS,Dansby Swanson,Atlanta Braves,
ITN-FP,Freddy Peralta,Milwaukee Brewers,
ITN-IH,Ian Happ,Chicago Cubs,
ITN-JA,Jose Altuve,Houston Astros,
ITN-JB,Javier Báez,Detroit Tigers,
ITN-JC,J.P. Crawford,Seattle Mariners,
ITN-JCR,Jake Cronenworth,San Diego Padres,
ITN-JI,Jonathan India,Cincinnati Reds,
ITN-JM,Jeff McNeil,New York Mets,
ITN-JP,Jorge Polanco,Minnesota Twins,
ITN-JPE,Jeremy Peña,Houston Astros,
ITN-JV,Joey Votto,Cincinnati Reds,
ITN-KT,Kyle Tucker,Houston Astros,
ITN-MB,Mookie Betts,Los Angeles Dodgers,
ITN-MC,Miguel Cabrera,Detroit Tigers,
ITN-MCH,Matt Chapman,Toronto Blue Jays,
ITN-MK,Max Kepler,Minnesota Twins,
ITN-MM,Manny Machado,San Diego Padres,
ITN-MMU,Max Muncy,Los Angeles Dodgers,
ITN-MO,Matt Olson,Atlanta Braves,
ITN-MY,Mike Yastrzemski,San Francisco Giants,
ITN-NH,Nico Hoerner,Chicago Cubs,
ITN-OA,Ozzie Albies,Atlanta Braves,
ITN-PA,Pete Alonso,New York Mets,
ITN-RA,Randy Arozarena,Tampa Bay Rays,
ITN-RAJ,Ronald Acuña Jr.,Atlanta Braves,
ITN-RD,Rafael Devers,Boston Red Sox,
ITN-RG,Riley Greene,Detroit Tigers,RC
ITN-RH,Rhys Hoskins,Philadelphia Phillies,
ITN-RM,Ryan Mountcastle,Baltimore Orioles,
ITN-SA,Sandy Alcantara,Miami Marlins,
ITN-SP,Salvador Perez,Kansas City Royals,
ITN-SS,Stephen Strasburg,Washington Nationals,
ITN-TA,Tim Anderson,Chicago White Sox,
ITN-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
ITN-WA,Willy Adames,Milwaukee Brewers,
ITN-WC,Willson Contreras,Chicago Cubs,
ITN-WS,Will Smith,Los Angeles Dodgers,
ITN-XB,Xander Bogaerts,Boston Red Sox,
ITN-YA,Yordan Alvarez,Houston Astros,
ITN-YD,Yu Darvish,San Diego Padres,
ITN-YM,Yoán Moncada,Chicago White Sox,
ITN-ZW,Zack Wheeler,Philadelphia Phillies,
