card_number,name,team,designations
PPR-AB,Alex Bregman,Houston Astros,
PPR-ABO,Alec Bohm,Philadelphia Phillies,
PPR-AJ,Aaron Judge,New York Yankees,
PPR-AN,Aaron Nola,Philadelphia Phillies,
PPR-AR,Anthony Rizzo,New York Yankees,
PPR-BB,Bo Bichette,Toronto Blue Jays,
PPR-BH,Bryce Harper,Philadelphia Phillies,
PPR-CR,Cal Raleigh,Seattle Mariners,
PPR-DS,Dansby Swanson,Atlanta Braves,
PPR-ES,Eugenio Suárez,Seattle Mariners,
PPR-FF,Freddie Freeman,Los Angeles Dodgers,
PPR-GC,Gerrit Cole,New York Yankees,
PPR-GST,Giancarlo Stanton,New York Yankees,
PPR-HK,Ha-Seong Kim,San Diego Padres,
PPR-JA,Jose Altuve,Houston Astros,
PPR-JC,J.P. Crawford,Seattle Mariners,
PPR-JCR,Jake Cronenworth,San Diego Padres,
PPR-JM,Joe Musgrove,San Diego Padres,
PPR-JR,José Ramírez,Cleveland Guardians,
PPR-JROD,Julio Rodríguez,Seattle Mariners,
PPR-JS,Juan Soto,San Diego Padres,
PPR-KS,Kyle Schwarber,Philadelphia Phillies,
PPR-MB,Mookie Betts,Los Angeles Dodgers,
PPR-MC,Matt Chapman,Toronto Blue Jays,
PPR-MM,Max Muncy,Los Angeles Dodgers,
PPR-MMA,Manny Machado,San Diego Padres,
PPR-MO,Matt Olson,Atlanta Braves,
PPR-NC,Nick Castellanos,Philadelphia Phillies,
PPR-NCO,Nestor Cortes,New York Yankees,
PPR-PA,Pete Alonso,New York Mets,
PPR-RA,Ronald Acuña Jr.,Atlanta Braves,
PPR-RHO,Rhys Hoskins,Philadelphia Phillies,
PPR-TM,Triston McKenzie,Cleveland Guardians,
PPR-TT,Trea Turner,Los Angeles Dodgers,
PPR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
PPR-YA,Yordan Alvarez,Houston Astros,
PPR-YD,Yu Darvish,San Diego Padres,
PPR-ZW,Zack Wheeler,Philadelphia Phillies,
