card_number,name,team,designations
TLPA-FT,Fernando Tatis Jr.,San Diego Padres,
TLPA-BC,Brandon Crawford,San Francisco Giants,
TLPA-BH,Bryce Harper,Philadelphia Phillies,
TLPA-AJ,Aaron Judge,New York Yankees,
TLPA-PA,Pete Alonso,New York Mets,
TLPA-JR,Julio Rodriguez,Seattle Mariners,
TLPA-NG,Nolan Gorman,St. Louis Cardinals,
TLPA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TLPA-JS,Juan Soto,San Diego Padres,
TLPA-CS,Corey Seager,Texas Rangers,
TLPA-WF,Wander Franco,Tampa Bay Rays,
TLPA-PG,Paul Goldschmidt,St. Louis Cardinals,
TLPA-BB,Byron Buxton,Minnesota Twins,
TLPA-CY,Christian Yelich,Milwaukee Brewers,
TLPA-CM,Christopher Morel,Chicago Cubs,
TLPA-JV,Joey Votto,Cincinnati Reds,
TLPA-AR,Adley Rutschman,Baltimore Orioles,
TLPA-RA,Ronald Acuña Jr.,Atlanta Braves,
TLPA-SO,Shohei Ohtani,Angels,
TLPA-BR,Brendan Rodgers,Colorado Rockies,
TLPA-MC,Miguel Cabrera,Detroit Tigers,
TLPA-YA,Yordan Alvarez,Houston Astros,
TLPA-BW,Bobby Witt Jr.,Kansas City Royals,
TLPA-JA,Jose Altuve,Houston Astros,
TLPA-AB,Alex Bregman,Houston Astros,
TLPA-RG,Riley Greene,Detroit Tigers,
TLPA-MT,Mike Trout,Angels,
