card_number,name,team,designations
MLM-ABR,Alex Bregman,Houston Astros,
MLM-AG,Adolis Garcia,Texas Rangers,
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AM,Alek Manoah,Toronto Blue Jays,
MLM-AN,Aaron Nola,Philadelphia Phillies,
MLM-AR,Anthony Rizzo,New York Yankees,
MLM-ARU,Adley Rutschman,Baltimore Orioles,RC
MLM-AT,Alek Thomas,Arizona Diamondbacks,
MLM-BB,Bo Bichette,Toronto Blue Jays,
MLM-BBX,Byron Buxton,Minnesota Twins,
MLM-BC,Brandon Crawford,San Francisco Giants,
MLM-BH,Bryce Harper,Philadelphia Phillies,
MLM-BRO,Brendan Rodgers,Colorado Rockies,
MLM-BWJ,Bobby Witt Jr.,Kansas City Royals,
MLM-CB,Corbin Burnes,Milwaukee Brewers,
MLM-CBE,Cody Bellinger,Los Angeles Dodgers,
MLM-CC,Carlos Correa,Minnesota Twins,
MLM-CM,Cedric Mullins,Baltimore Orioles,
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DP,Dustin Pedroia,Boston Red Sox,
MLM-DS,Dansby Swanson,Atlanta Braves,
MLM-EJ,Eloy Jiménez,Chicago White Sox,
MLM-FF,Freddie Freeman,Los Angeles Dodgers,
MLM-FL,Francisco Lindor,New York Mets,
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GC,Gerrit Cole,New York Yankees,
MLM-GS,George Springer,Toronto Blue Jays,
MLM-GST,Giancarlo Stanton,New York Yankees,
MLM-GT,Gleyber Torres,New York Yankees,
MLM-HG,Hunter Greene,Cincinnati Reds,
MLM-JA,Jose Altuve,Houston Astros,
MLM-JAB,Jose Abreu,Chicago White Sox,
MLM-JB,Javier Baez,Detroit Tigers,
MLM-JC,Jake Cronenworth,San Diego Padres,
MLM-JCJ,Jazz Chisholm Jr.,Miami Marlins,
MLM-JI,Jonathan India,Cincinnati Reds,
MLM-JR,Julio Rodriguez,Seattle Mariners,
MLM-JRA,José Ramírez,Cleveland Guardians,
MLM-JS,Juan Soto,San Diego Padres,
MLM-JU,Julio Urías,Los Angeles Dodgers,
MLM-JV,Joey Votto,Cincinnati Reds,
MLM-KB,Kris Bryant,Colorado Rockies,
MLM-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
MLM-KM,Ketel Marte,Arizona Diamondbacks,
MLM-KS,Kyle Schwarber,Philadelphia Phillies,
MLM-KT,Kyle Tucker,Houston Astros,
MLM-LR,Luis Robert,Chicago White Sox,
MLM-LS,Luis Severino,New York Yankees,
MLM-LW,Logan Webb,San Francisco Giants,
MLM-MB,Mookie Betts,Los Angeles Dodgers,
MLM-MC,Miguel Cabrera,Detroit Tigers,
MLM-MF,Max Fried,Atlanta Braves,
MLM-MM,Manny Machado,San Diego Padres,
MLM-MO,Matt Olson,Atlanta Braves,
MLM-MP,Mike Piazza,New York Mets,
MLM-MT,Mike Trout,Angels,
MLM-MY,Mike Yastrzemski,San Francisco Giants,
MLM-NA,Nolan Arenado,St. Louis Cardinals,
MLM-NG,Nolan Gorman,St. Louis Cardinals,RC
MLM-OA,Ozzie Albies,Atlanta Braves,
MLM-OC,Oneil Cruz,Pittsburgh Pirates,
MLM-PA,Pete Alonso,New York Mets,
MLM-PG,Paul Goldschmidt,St. Louis Cardinals,
MLM-RA,Randy Arozarena,Tampa Bay Rays,
MLM-RAJ,Ronald Acuña Jr.,Atlanta Braves,
MLM-RD,Rafael Devers,Boston Red Sox,
MLM-RG,Riley Greene,Detroit Tigers,RC
MLM-RH,Rhys Hoskins,Philadelphia Phillies,
MLM-RM,Ryan Mountcastle,Baltimore Orioles,
MLM-SA,Sandy Alcantara,Miami Marlins,
MLM-SB,Shane Bieber,Cleveland Guardians,
MLM-SM,Shane McClanahan,Tampa Bay Rays,
MLM-SO,Shohei Ohtani,Angels,
MLM-SP,Salvador Perez,Kansas City Royals,
MLM-SS,Seiya Suzuki,Chicago Cubs,
MLM-TM,Triston McKenzie,Cleveland Guardians,
MLM-TSN,Tyler Stephenson,Cincinnati Reds,
MLM-TST,Trevor Story,Boston Red Sox,
MLM-TT,Trea Turner,Los Angeles Dodgers,
MLM-TW,Taylor Ward,Angels,
MLM-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLM-WB,Walker Buehler,Los Angeles Dodgers,
MLM-WC,Willson Contreras,Chicago Cubs,
MLM-WF,Wander Franco,Tampa Bay Rays,
MLM-XB,Xander Bogaerts,Boston Red Sox,
MLM-YA,Yordan Alvarez,Houston Astros,
MLM-YM,Yadier Molina,St. Louis Cardinals,
