card_number,name,team,designations
MLM-AB,Alec Burleson,St. Louis Cardinals,RC
MLM-AR,Adley Rutschman,Baltimore Orioles,RC
MLM-AT,Alek Thomas,Arizona Diamondbacks,
MLM-BB,Brayan Bello,Boston Red Sox,RC
MLM-BBA,Brett Baty,New York Mets,RC
MLM-BNA,Bo Naylor,Cleveland Guardians,RC
MLM-BW,Bobby Witt Jr.,Kansas City Royals,
MLM-CCA,Corbin Carroll,Arizona Diamondbacks,RC
MLM-CMO,Christopher Morel,Chicago Cubs,RC
MLM-CS,CC Sabathia,New York Yankees,
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DH,DL Hall,Baltimore Orioles,RC
MLM-DJ,Derek Jeter,New York Yankees,
MLM-DO,David Ortiz,Boston Red Sox,
MLM-DS,Dansby Swanson,Chicago Cubs,
MLM-GH,Gunnar Henderson,Baltimore Orioles,RC
MLM-GS,George Springer,Toronto Blue Jays,
MLM-GT,Gleyber Torres,New York Yankees,
MLM-HB,Hunter Brown,Houston Astros,RC
MLM-HG,Hunter Greene,Cincinnati Reds,
MLM-JA,Jose Altuve,Houston Astros,
MLM-JI,Jonathan India,Cincinnati Reds,
MLM-JJ,Josh Jung,Texas Rangers,RC
MLM-JRO,Julio Rodríguez,Seattle Mariners,
MLM-JV,Joey Votto,Cincinnati Reds,
MLM-KB,Kris Bryant,Colorado Rockies,
MLM-LP,Liover Peguero,Pittsburgh Pirates,RC
MLM-LS,Luis Severino,New York Yankees,
MLM-MH,Michael Harris II,Atlanta Braves,RC
MLM-ML,Matthew Liberatore,St. Louis Cardinals,RC
MLM-MO,Matt Olson,Atlanta Braves,
MLM-MY,Mike Yastrzemski,San Francisco Giants,
MLM-NG,Nolan Gorman,St. Louis Cardinals,RC
MLM-NP,Nick Pratto,Kansas City Royals,RC
MLM-OA,Ozzie Albies,Atlanta Braves,
MLM-OC,Oneil Cruz,Pittsburgh Pirates,
MLM-OG,Óscar González,Cleveland Guardians,RC
MLM-OP,Oswald Peraza,New York Yankees,RC
MLM-RA,Randy Arozarena,Tampa Bay Rays,
MLM-RAJ,Ronald Acuña Jr.,Atlanta Braves,
MLM-RD,Rafael Devers,Boston Red Sox,
MLM-RG,Riley Greene,Detroit Tigers,RC
MLM-RH,Rhys Hoskins,Philadelphia Phillies,
MLM-RM,Ryan Mountcastle,Baltimore Orioles,
MLM-SK,Steven Kwan,Cleveland Guardians,
MLM-SL,Shea Langeliers,Oakland Athletics,RC
MLM-SP,Salvador Perez,Kansas City Royals,
MLM-ST,Spencer Torkelson,Detroit Tigers,
MLM-TC,Triston Casas,Boston Red Sox,RC
MLM-VG,Vaughn Grissom,Atlanta Braves,RC
MLM-VP,Vinnie Pasquantino,Kansas City Royals,RC
MLM-YA,Yordan Alvarez,Houston Astros,
