card_number,name,team,designations
STCL-MCH,Matt Chapman,Oakland Athletics,
STCL-BH,Bryce Harper,Philadelphia Phillies,
STCL-JB,Josh Bell,Pittsburgh Pirates,
STCL-FT,Fernando Tatis Jr.,San Diego Padres,
STCL-GC,Gerrit Cole,New York Yankees,
STCL-GT,Gleyber Torres,New York Yankees,
STCL-CY,Christian Yelich,Milwaukee Brewers,
STCL-JDE,Jacob deGrom,New York Mets,
STCL-AJ,Aaron Judge,New York Yankees,
STCL-MM,Manny Machado,San Diego Padres,
STCL-BP,Buster Posey,San Francisco Giants,
STCL-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
STCL-JSO,Juan Soto,Washington Nationals,
STCL-SST,Stephen Strasburg,Washington Nationals,
STCL-JG,Joey Gallo,Texas Rangers,
STCL-BS,Blake Snell,Tampa Bay Rays,
STCL-KL,Kyle Lewis,Seattle Mariners,
STCL-PG,Paul Goldschmidt,St. Louis Cardinals,
STCL-YM,Yadier Molina,St. Louis Cardinals,
STCL-CK,Clayton Kershaw,Los Angeles Dodgers,
STCL-CB,Cody Bellinger,Los Angeles Dodgers,
STCL-FF,Freddie Freeman,Atlanta Braves,
STCL-JDM,J.D. Marintez,Boston Red Sox,
STCL-RD,Rafael Devers,Boston Red Sox,
STCL-RA,Ronald Acuña Jr.,Atlanta Braves,
STCL-KM,Ketel Marte,Arizona Diamondbacks,
STCL-MT,Mike Trout,Angels,
STCL-SO,Shohei Ohtani,Angels,
STCL-AP,Albert Pujols,Angels,
STCL-EJ,Eloy Jimenez,Chicage White Sox,
STCL-KB,Kris Bryant,Chicago Cubs,
STCL-AB,Alex Bregman,Houston Astros,
STCL-YA,Yordan Alvarez,Houston Astros,
STCL-JSO,Jorge Soler,Kansas City Royals,
STCL-MC,Miguel Cabrera,Detroit Tigers,
STCL-TST,Trevor Story,Colorado Rockies,
STCL-JV,Joey Votto,Cincinnati Reds,
STCL-SG,Sonny Gray,Cincinnati Reds,
STCL-NA,Nolan Arenado,Colorado Rockies,
STCL-PA,Pete Alonso,New York Mets,
