card_number,name,team,designations
SSA-DM,Dustin May,Los Angeles Dodgers,
SSA-DW,Devin Williams,Milwaukee Brewers,
SSA-DWL,Devin Williams,Milwaukee Brewers,
SSA-FF,Freddie Freeman,Atlanta Braves,
SSA-FFR,Freddie Freeman,Atlanta Braves,
SSA-FT,Fernando Tatis Jr.,San Diego Padres,
SSA-JR,J.T. Realmuto,Philadelphia Phillies,
SSA-JS,Juan Soto,Washington Nationals,
SSA-JSO,Juan Soto,Washington Nationals,
SSA-JTR,J.T. Realmuto,Philadelphia Phillies,
SSA-Jd,Jacob deGrom,New York Mets,
SSA-LR,Luis Robert,Chicago White Sox,
SSA-MT,Mike Trout,Angels,
SSA-PA,Pete Alonso,New York Mets,
SSA-RA,Ronald Acuña Jr.,Atlanta Braves,
SSA-TB,Trevor Bauer,Cincinnati Reds,
SSA-TS,Tarik Skubal,Detroit Tigers,RC
