card_number,name,team,designations
PPA-AJ,Aaron Judge,New York Yankees,
PPA-BLO,Brandon Lowe,Tampa Bay Rays,
PPA-CSE,Corey Seager,Los Angeles Dodgers,
PPA-DJL,DJ LeMahieu,New York Yankees,
PPA-EHO,Eric Hosmer,San Diego Padres,
PPA-FFR,Freddie Freeman,Atlanta Braves,
PPA-FTJ,Fernando Tatis Jr.,San Diego Padres,
PPA-GC,Gerrit Cole,New York Yankees,
PPA-GS,George Springer,Houston Astros,
PPA-GT,Gleyber Torres,New York Yankees,
PPA-JA,Jesus Aguilar,Miami Marlins,
PPA-JAL,Jose Altuve,Houston Astros,
PPA-KH,Kyle Hendricks,Chicago Cubs,
PPA-LCA,Luis Castillo,Cincinnati Reds,
PPA-LGI,Lucas Giolito,Chicago White Sox,
PPA-LV,Luke Voit,New York Yankees,
PPA-MMA,Manny Machado,San Diego Padres,
PPA-MMU,Max Muncy,Los Angeles Dodgers,
PPA-MSE,Marcus Semien,Oakland Athletics,
PPA-PG,Paul Goldschmidt,St. Louis Cardinals,
PPA-RA,Ronald Acuña Jr.,Atlanta Braves,
PPA-SMU,Sean Murphy,Oakland Athletics,
PPA-TGL,Tyler Glasnow,Tampa Bay Rays,
PPA-WB,Walker Buehler,Los Angeles Dodgers,
PPA-YM,Yadier Molina,St. Louis Cardinals,
