card_number,name,team,designations
MLM-AB,Alec Bohm,Philadelphia Phillies,RC
MLM-ABR,Alex Bregman,Houston Astros,
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AV,Alex Verdugo,Boston Red Sox,
MLM-BD,Bobby Dalbec,Boston Red Sox,RC
MLM-BS,Brady Singer,Kansas City Royals,RC
MLM-CB,Cavan Biggio,Toronto Blue Jays,
MLM-CM,Casey Mize,Detroit Tigers,RC
MLM-CP,Cristian Pache,Atlanta Braves,RC
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DC,Dylan Carlson,St. Louis Cardinals,RC
MLM-DG,Deivi Garcia,New York Yankees,RC
MLM-DM,Dustin May,Los Angeles Dodgers,
MLM-FL,Francisco Lindor,New York Mets,
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GC,Gerrit Cole,New York Yankees,
MLM-IA,Ian Anderson,Atlanta Braves,RC
MLM-JA,Jo Adell,Angels,RC
MLM-JB,Javier Baez,Chicago Cubs,
MLM-JBA,Joey Bart,San Francisco Giants,RC
MLM-JC,Jake Cronenworth,San Diego Padres,RC
MLM-JCH,Jazz Chisholm,Miami Marlins,RC
MLM-JL,Jesus Luzardo,Oakland Athletics,
MLM-JS,Juan Soto,Washington Nationals,
MLM-KH,Ke'Bryan Hayes,Pittsburgh Pirates,RC
MLM-KT,Kyle Tucker,Houston Astros,
MLM-LG,Luis Garcia,Washington Nationals,RC
MLM-LR,Luis Robert,Chicago White Sox,
MLM-LV,Luke Voit,New York Yankees,
MLM-MC,Miguel Cabrera,Detroit Tigers,
MLM-MMU,Max Muncy,Los Angeles Dodgers,
MLM-MT,Mike Trout,Angels,
MLM-NM,Nick Madrigal,Chicago White Sox,RC
MLM-NP,Nate Pearson,Toronto Blue Jays,RC
MLM-PA,Pete Alonso,New York Mets,
MLM-RA,Ronald Acuña Jr.,Atlanta Braves,
MLM-RM,Ryan Mountcastle,Baltimore Orioles,RC
MLM-SH,Spencer Howard,Philadelphia Phillies,RC
MLM-SHU,Sam Huff,Texas Rangers,RC
MLM-SS,Sixto Sanchez,Miami Marlins,RC
MLM-TS,Tarik Skubal,Detroit Tigers,RC
MLM-TT,Trea Turner,Washington Nationals,
MLM-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLM-WS,Will Smith,Los Angeles Dodgers,
MLM-XB,Xander Bogaerts,Boston Red Sox,
