card_number,name,team,designations
MLM-AF,Alex Freeland,Los Angeles Dodgers,RC
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AN,Aaron Nola,Philadelphia Phillies,
MLM-ARI,Austin Riley,Atlanta Braves,
MLM-AV,Anthony Volpe,New York Yankees,
MLM-BAS,Samuel Basallo,Baltimore Orioles,RC
MLM-BB,Byron Buxton,Minnesota Twins,
MLM-BC,Bubba Chandler,Pittsburgh Pirates,RC
MLM-BH,Bryce Harper,Philadelphia Phillies,
MLM-BHO,Brady House,Washington Nationals,RC
MLM-BM,Brice Matthews,Houston Astros,RC
MLM-BN,Brandon Nimmo,New York Mets,
MLM-BW,Bobby Witt Jr.,Kansas City Royals,
MLM-CA,CJ Abrams,Washington Nationals,
MLM-CAR,Carson Williams,Tampa Bay Rays,RC
MLM-CB,Chase Burns,Cincinnati Reds,RC
MLM-CC,Corbin Carroll,Arizona Diamondbacks,
MLM-CCO,Carlos Correa,Houston Astros,
MLM-CM,Christian Moore,Angels,RC
MLM-CMO,Colson Montgomery,Chicago White Sox,RC
MLM-CR,Cal Raleigh,Seattle Mariners,
MLM-CRO,Carlos Rodón,New York Yankees,
MLM-CSM,Cam Smith,Houston Astros,
MLM-CT,Colby Thomas,Athletics,RC
MLM-CYE,Christian Yelich,Milwaukee Brewers,
MLM-DC,Dylan Crews,Washington Nationals,
MLM-DR,Dalton Rushing,Los Angeles Dodgers,
MLM-DS,Dansby Swanson,Chicago Cubs,
MLM-FF,Freddie Freeman,Los Angeles Dodgers,
MLM-FL,Francisco Lindor,New York Mets,
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GC,Gerrit Cole,New York Yankees,
MLM-GS,George Springer,Toronto Blue Jays,
MLM-HG,Hunter Greene,Cincinnati Reds,
MLM-HK,Hyeseong Kim,Los Angeles Dodgers,
MLM-JA,Jose Altuve,Houston Astros,
MLM-JCA,Jac Caglianone,Kansas City Royals,RC
MLM-JD,Jasson Domínguez,New York Yankees,
MLM-JDU,Jarren Duran,Boston Red Sox,
MLM-JL,Jung Hoo Lee,San Francisco Giants,
MLM-JM,Jackson Merrill,San Diego Padres,
MLM-JMI,Jacob Misiorowski,Milwaukee Brewers,RC
MLM-JP,Jeremy Peña,Houston Astros,
MLM-JR,Julio Rodríguez,Seattle Mariners,
MLM-JRA,José Ramírez,Cleveland Guardians,
MLM-JTR,J.T. Realmuto,Philadelphia Phillies,
MLM-JW,James Wood,Washington Nationals,
MLM-JWI,Jacob Wilson,Athletics,
MLM-KC,Kristian Campbell,Boston Red Sox,
MLM-KM,Ketel Marte,Arizona Diamondbacks,
MLM-KT,Kyle Teel,Chicago White Sox,RC
MLM-MB,Mookie Betts,Los Angeles Dodgers,
MLM-MM,Manny Machado,San Diego Padres,
MLM-MMA,Marcelo Mayer,Boston Red Sox,
MLM-MO,Matt Olson,Atlanta Braves,
MLM-MS,Matt Shaw,Chicago Cubs,
MLM-MT,Mike Trout,Angels,
MLM-MW,Masyn Winn,St. Louis Cardinals,
MLM-NA,Nolan Arenado,St. Louis Cardinals,
MLM-NH,Nico Hoerner,Chicago Cubs,
