card_number,name,team,designations
ITN-AB,Alec Bohm,Philadelphia Phillies,
ITN-ABE,Andrew Benintendi,Chicago White Sox,
ITN-AM,Andrew McCutchen,Pittsburgh Pirates,
ITN-AN,Aaron Nola,Philadelphia Phillies,
ITN-AR,Adley Rutschman,Baltimore Orioles,
ITN-BB,Bo Bichette,Toronto Blue Jays,
ITN-BBX,Byron Buxton,Minnesota Twins,
ITN-BH,Bryce Harper,Philadelphia Phillies,
ITN-BL,Brandon Lowe,Tampa Bay Rays,
ITN-BN,Brandon Nimmo,New York Mets,
ITN-BR,Bryan Reynolds,Pittsburgh Pirates,
ITN-BS,Bryson Stott,Philadelphia Phillies,
ITN-BW,Bobby Witt Jr.,Kansas City Royals,
ITN-CC,Carlos Correa,Minnesota Twins,
ITN-CCA,Corbin Carroll,Arizona Diamondbacks,
ITN-CCO,Carlos Correa,Houston Astros,
ITN-CR,Cal Raleigh,Seattle Mariners,
ITN-CRA,Ceddanne Rafaela,Boston Red Sox,
ITN-CS,Chris Sale,Atlanta Braves,
ITN-CY,Christian Yelich,Milwaukee Brewers,
ITN-DS,Dansby Swanson,Chicago Cubs,
ITN-ET,Ezequiel Tovar,Colorado Rockies,
ITN-FA,Francisco Alvarez,New York Mets,
ITN-FL,Francisco Lindor,New York Mets,
ITN-FP,Freddy Peralta,Milwaukee Brewers,
ITN-FT,Fernando Tatis Jr.,San Diego Padres,
ITN-GS,George Springer,Toronto Blue Jays,
ITN-HG,Hunter Goodman,Colorado Rockies,
ITN-HGR,Hunter Greene,Cincinnati Reds,
ITN-IH,Ian Happ,Chicago Cubs,
ITN-JA,Jose Altuve,Houston Astros,
ITN-JAD,Jo Adell,Angels,
ITN-JB,Javier Báez,Detroit Tigers,
ITN-JC,Jazz Chisholm Jr.,Miami Marlins,
ITN-JCA,J.P. Crawford,Seattle Mariners,
ITN-JCH,Jackson Chourio,Milwaukee Brewers,
ITN-JD,Jarren Duran,Boston Red Sox,
ITN-JH,Jung Hoo Lee,San Francisco Giants,
ITN-JM,Jackson Merrill,San Diego Padres,
ITN-JMU,Joe Musgrove,San Diego Padres,
ITN-JP,Jeremy Peña,Houston Astros,
ITN-JR,Julio Rodríguez,Seattle Mariners,
ITN-JS,Juan Soto,New York Mets,
ITN-JTR,J.T. Realmuto,Philadelphia Phillies,
ITN-JV,Justin Verlander,Houston Astros,
ITN-JW,James Wood,Washington Nationals,
ITN-JWE,Jordan Westburg,Baltimore Orioles,
ITN-JWI,Jacob Wilson,Athletics,
ITN-KB,Kris Bryant,Colorado Rockies,
ITN-KM,Ketel Marte,Arizona Diamondbacks,
ITN-KS,Kyle Schwarber,Philadelphia Phillies,
ITN-KT,Kyle Tucker,Houston Astros,
ITN-LC,Luis Castillo,Seattle Mariners,
ITN-LG,Logan Gilbert,Seattle Mariners,
ITN-LR,Luis Robert Jr.,Chicago White Sox,
ITN-LW,Logan Webb,San Francisco Giants,
ITN-MM,Manny Machado,San Diego Padres,
ITN-MMU,Max Muncy,Los Angeles Dodgers,
ITN-MT,Mike Trout,Angels,
ITN-NC,Nick Castellanos,Philadelphia Phillies,
ITN-NH,Nico Hoerner,Chicago Cubs,
ITN-NK,Nick Kurtz,Athletics,
ITN-OA,Ozzie Albies,Atlanta Braves,
ITN-PA,Pete Alonso,New York Mets,
ITN-PC,Pete Crow-Armstrong,Chicago Cubs,
ITN-PL,Pablo López,Minnesota Twins,
ITN-RAJ,Ronald Acuña Jr.,Atlanta Braves,
ITN-RG,Riley Greene,Detroit Tigers,
ITN-RL,Royce Lewis,Minnesota Twins,
ITN-RM,Ryan Mountcastle,Baltimore Orioles,
ITN-SF,Sal Frelick,Milwaukee Brewers,
ITN-SI,Shota Imanaga,Chicago Cubs,
ITN-SL,Shea Langeliers,Athletics,
ITN-SM,Shane McClanahan,Tampa Bay Rays,
ITN-SP,Salvador Perez,Kansas City Royals,
ITN-SST,Spencer Strider,Atlanta Braves,
ITN-SSU,Seiya Suzuki,Chicago Cubs,
ITN-ST,Spencer Torkelson,Detroit Tigers,
ITN-TS,Tarik Skubal,Detroit Tigers,
ITN-TSO,Tyler Soderstrom,Athletics,
ITN-TST,Trevor Story,Boston Red Sox,
ITN-TT,Trea Turner,Philadelphia Phillies,
ITN-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
ITN-VP,Vinnie Pasquantino,Kansas City Royals,
ITN-WC,William Contreras,Milwaukee Brewers,
ITN-WS,Will Smith,Los Angeles Dodgers,
ITN-XB,Xander Bogaerts,San Diego Padres,
ITN-YA,Yordan Alvarez,Houston Astros,
ITN-YD,Yu Darvish,San Diego Padres,
ITN-ZN,Zach Neto,Angels,
ITN-ZW,Zack Wheeler,Philadelphia Phillies,
