card_number,name,team,designations
TFAP-AJU,Aaron Judge,New York Yankees,
TFAP-BHA,Bryce Harper,Philadelphia Phillies,
TFAP-BLE,Brooks Lee,Minnesota Twins,
TFAP-CRH,Cal Raleigh,Seattle Mariners,
TFAP-CYE,Christian Yelich,Milwaukee Brewers,
TFAP-GSR,George Springer,Toronto Blue Jays,
TFAP-ICH,Ichiro,Miami Marlins,
TFAP-JPO,Jorge Posada,New York Yankees,
TFAP-JTR,J.T. Realmuto,Philadelphia Phillies,
TFAP-JWO,James Wood,Washington Nationals,
TFAP-KSE,Kodai Senga,New York Mets,
TFAP-LBU,Lawrence Butler,Athletics,
TFAP-LWE,Logan Webb,San Francisco Giants,
TFAP-MMO,Manny Machado,San Diego Padres,
TFAP-OAL,Ozzie Albies,Atlanta Braves,
TFAP-RLE,Royce Lewis,Minnesota Twins,
TFAP-SFR,Sal Frelick,Milwaukee Brewers,
TFAP2-AB,Alex Bregman,Boston Red Sox,
TFAP2-AJ,Aaron Judge,New York Yankees,
TFAP2-AM,Andrew McCutchen,Pittsburgh Pirates,
TFAP2-AR,Austin Riley,Atlanta Braves,
TFAP2-AV,Anthony Volpe,New York Yankees,
TFAP2-BC,Bubba Chandler,Pittsburgh Pirates,RC
TFAP2-BH,Brady House,Washington Nationals,RC
TFAP2-BR,Brent Rooker,Athletics,
TFAP2-CB,Chase Burns,Cincinnati Reds,RC
TFAP2-CK,C.J. Kayfus,Cleveland Guardians,RC
TFAP2-CMO,Christian Moore,Angels,RC
TFAP2-CS,Chris Sale,Atlanta Braves,
TFAP2-CY,Christian Yelich,Milwaukee Brewers,
TFAP2-DB,Drake Baldwin,Atlanta Braves,
TFAP2-DBE,Dylan Beavers,Baltimore Orioles,RC
TFAP2-FL,Francisco Lindor,New York Mets,
TFAP2-FP,Freddy Peralta,Milwaukee Brewers,
TFAP2-JCA,Jac Caglianone,Kansas City Royals,RC
TFAP2-JM,Jacob Melton,Houston Astros,RC
TFAP2-JP,Jeremy Peña,Houston Astros,
TFAP2-JR,José Ramírez,Cleveland Guardians,
TFAP2-JWI,Jacob Wilson,Athletics,
TFAP2-MF,Max Fried,New York Yankees,
TFAP2-NC,Nathan Church,St. Louis Cardinals,RC
TFAP2-RAN,Roman Anthony,Boston Red Sox,RC
TFAP2-RG,Riley Greene,Detroit Tigers,
TFAP2-WS,Will Smith,Los Angeles Dodgers,
TFAP2-YF,Yanquiel Fernández,Colorado Rockies,RC
TFAP-ABO,Alec Bohm,Philadelphia Phillies,
TFAP-AG,Adolis García,Texas Rangers,
TFAP-AM,Andrew McCutchen,Pittsburgh Pirates,
TFAP-ANO,Aaron Nola,Philadelphia Phillies,
TFAP-AP,Albert Pujols,Angels,
TFAP-ARY,Austin Riley,Atlanta Braves,
TFAP-BST,Bryson Stott,Philadelphia Phillies,
TFAP-CRA,Ceddanne Rafaela,Boston Red Sox,
TFAP-DST,Darryl Strawberry,New York Mets,
TFAP-EL,Evan Longoria,San Francisco Giants,
TFAP-EM,Eddie Murray,New York Mets,
TFAP-FP,Freddy Peralta,Milwaukee Brewers,
TFAP-FTJ,Fernando Tatis Jr.,San Diego Padres,
TFAP-GSH,Gary Sheffield,Atlanta Braves,
TFAP-JMA,Joe Mauer,Minnesota Twins,
TFAP-LC,Luis Castillo,Seattle Mariners,
TFAP-MMU,Max Muncy,Los Angeles Dodgers,
TFAP-MOL,Matt Olson,Atlanta Braves,
TFAP-MTR,Mike Trout,Angels,
TFAP-PG,Paul Goldschmidt,New York Yankees,
TFAP-SL,Shea Langeliers,Athletics,
TFAP-TIH,Torii Hunter,Detroit Tigers,
TFAP-ZW,Zack Wheeler,Philadelphia Phillies,
