card_number,name,team,designations
ITN-AA,Andrew Abbott,Cincinnati Reds,
ITN-AC,Aroldis Chapman,Boston Red Sox,
ITN-AK,Alejandro Kirk,Toronto Blue Jays,
ITN-AM,Adrian Morejon,San Diego Padres,
ITN-AMU,Andrés Muñoz,Seattle Mariners,
ITN-BB,Byron Buxton,Minnesota Twins,
ITN-BD,Brendan Donovan,St. Louis Cardinals,
ITN-BR,Brent Rooker,Athletics,
ITN-BWJ,Bobby Witt Jr.,Kansas City Royals,
ITN-CE,Carlos Estévez,Kansas City Royals,
ITN-CK,Clayton Kershaw,Los Angeles Dodgers,
ITN-CM,Casey Mize,Detroit Tigers,
ITN-CRA,Cal Raleigh,Seattle Mariners,
ITN-DP,David Peterson,New York Mets,
ITN-DR,Drew Rasmussen,Tampa Bay Rays,
ITN-ED,Edwin Díaz,New York Mets,
ITN-EDL,Elly De La Cruz,Cincinnati Reds,
ITN-ES,Eugenio Suárez,Arizona Diamondbacks,
ITN-FF,Freddie Freeman,Los Angeles Dodgers,
ITN-FL,Francisco Lindor,New York Mets,
ITN-FT,Fernando Tatis Jr.,San Diego Padres,
ITN-GT,Gleyber Torres,Detroit Tigers,
ITN-HG,Hunter Goodman,Colorado Rockies,
ITN-JA,Jason Adam,San Diego Padres,
ITN-JAR,Jonathan Aranda,Tampa Bay Rays,
ITN-JB,Javier Báez,Detroit Tigers,
ITN-JCA,Junior Caminero,Tampa Bay Rays,
ITN-JH,Josh Hader,Houston Astros,
ITN-JM,Jacob Misiorowski,Milwaukee Brewers,RC
ITN-JR,Joe Ryan,Minnesota Twins,
ITN-JW,James Wood,Washington Nationals,
ITN-JWI,Jacob Wilson,Athletics,
ITN-KB,Kris Bubic,Kansas City Royals,
ITN-KM,Ketel Marte,Arizona Diamondbacks,
ITN-KS,Kyle Stowers,Miami Marlins,
ITN-KSC,Kyle Schwarber,Philadelphia Phillies,
ITN-KT,Kyle Tucker,Chicago Cubs,
ITN-LW,Logan Webb,San Francisco Giants,
ITN-MG,Maikel Garcia,Kansas City Royals,
ITN-MGO,MacKenzie Gore,Washington Nationals,
ITN-MM,Manny Machado,San Diego Padres,
ITN-MO,Matt Olson,Atlanta Braves,
ITN-PA,Pete Alonso,New York Mets,
ITN-PC,Pete Crow-Armstrong,Chicago Cubs,
ITN-PS,Paul Skenes,Pittsburgh Pirates,
ITN-RA,Randy Arozarena,Seattle Mariners,
ITN-RAJ,Ronald Acuña Jr.,Atlanta Braves,
ITN-RG,Riley Greene,Detroit Tigers,
ITN-RO,Ryan O'Hearn,Baltimore Orioles,
ITN-RR,Randy Rodriguez,San Francisco Giants,
ITN-RS,Robert Suarez,San Diego Padres,
ITN-SK,Steven Kwan,Cleveland Guardians,
ITN-SO,Shohei Ohtani,Los Angeles Dodgers,
ITN-SS,Shane Smith,Chicago White Sox,
ITN-TM,Trevor Megill,Milwaukee Brewers,
ITN-TS,Tarik Skubal,Detroit Tigers,
ITN-WS,Will Smith,Los Angeles Dodgers,
ITN-ZM,Zach McKinstry,Detroit Tigers,
