card_number,name,team,designations
TCA-AJ,Aaron Judge,New York Yankees,
TCA-CK,Clayton Kershaw,Los Angeles Dodgers,
TCA-CRJ,Cal Ripken Jr.,Baltimore Orioles,
TCA-CY,Christian Yelich,Milwaukee Brewers,
TCA-DMA,Don Mattingly,New York Yankees,
TCA-FTJ,Fernando Tatis Jr.,San Diego Padres,
TCA-GL,Gavin Lux,Los Angeles Dodgers,
TCA-I,Ichiro,Seattle Mariners,
TCA-JA,Jose Altuve,Houston Astros,
TCA-KB,Kris Bryant,Chicago Cubs,
TCA-KGJ,Ken Griffey Jr.,Seattle Mariners,
TCA-MT,Mike Trout,Angels,
TCA-PA,Pete Alonso,New York Mets,
TCA-RAJ,Ronald Acuna Jr.,Atlanta Braves,
TCA-SO,Shohei Ohtani,Angels,
TCA-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays,
TCA-YA,Yordan Alvarez,Houston Astros,
