card_number,name,team,designations
BD70-BB,Bert Blyleven,Minnesota Twins,
BD70-BG,Bob Gibson,St. Louis Cardinals,
BD70-DS,Don Sutton,Los Angeles Dodgers,
BD70-NR,Nolan Ryan,California Angels,
BD70-PN,Phil Niekro,Atlanta Braves,
BD70-SC,Steve Carlton,Philadelphia Phillies,
BD80-AD,Andre Dawson,Montréal Expos,
BD80-CRJ,Cal Ripken Jr.,Baltimore Orioles,
BD80-DM,Don Mattingly,New York Yankees,
BD80-DMU,Dale Murphy,Atlanta Braves,
BD80-DS,Darryl Strawberry,New York Mets,
BD80-RS,Ryne Sandberg,Chicago Cubs,
BD80-RY,Robin Yount,Milwaukee Brewers,
BD80-WB,Wade Boggs,Boston Red Sox,
DB90-BL,Barry Larkin,Cincinnati Reds,
DB90-BL1,Barry Larkin,Cincinnati Reds,
DB90-CJ,Chipper Jones,Atlanta Braves,
DB90-CRJ,Cal Ripken Jr.,Baltimore Orioles,
DB90-EM,Edgar Martinez,Seattle Mariners,
DB90-FT1,Frank Thomas,Chicago White Sox,
DB90-JB,Jeff Bagwell,Houston Astros,
DB90-JBA,Jeff Bagwell,Houston Astros,
DB90-KGJ,Ken Griffey Jr.,Seattle Mariners,
DB90-MM,Mark McGwire,Oakland Athletics,
DB90-PM,Pedro Martinez,Boston Red Sox,
DB90-RA,Roberto Alomar,Toronto Blue Jays,
DB90-RH,Rickey Henderson,Oakland Athletics,
DB90-SS,Sammy Sosa,Chicago Cubs,
DB00-AP,Andy Pettitte,New York Yankees,
DB00-CC,CC Sabathia,Cleveland Indians,
DB00-JS,John Smoltz,Atlanta Braves,
DB00-MM,Mike Mussina,New York Yankees,
DB00-MR,Mariano Rivera,New York Yankees,
DB00-PM,Pedro Martinez,Boston Red Sox,
DB00-RC,Roger Clemens,New York Yankees,
DB00-RJ,Randy Johnson,Arizona Diamondbacks,
DB00-TG,Tom Glavine,Atlanta Braves,
DB10-AJ,Aaron Judge,New York Yankees,
DB10-JD,Jacob DeGrom,New York Mets,
DB10-KB,Kris Bryant,Chicago Cubs,
DB10-MC,Miguel Cabrera,Detroit Tigers,
DB10-MS,Max Scherzer,Detroit Tigers,
DB10-MT,Mike Trout,Angels,
DB10-SO,Shohei Ohtani,Angels,
DBA-AD,Andre Dawson,Montreal Expos,
DBA-BBL,Bert Blyleven,Cleveland Indians,
DBA-BG,Bob Gibson,St. Louis Cardinals,
DBA-BS,Bruce Sutter,St. Louis Cardinals,
DBA-BZ,Barry Zito,Oakland Athletics,
DBA-CF,Carlton Fisk,Boston Red Sox,
DBA-CK,Clayton Kershaw,Los Angeles Dodgers,
DBA-CKL,Corey Kluber,Cleveland Indians,
DBA-CS,Chris Sale,Boston Red Sox,
DBA-CY,Carl Yastrzemski,Boston Red Sox,
DBA-DE,Dennis Eckersley,Oakland Athletics,
DBA-DG,Dwight Gooden,New York Mets,
DBA-DS,Sutton,Los Angeles Dodgers,
DBA-GF,George Foster,Cincinnati Reds,
DBA-GG,Goose Gossage,New York Yankees,
DBA-I,Ichiro,Seattle Mariners,
DBA-JMA,Juan Marichal,San Francisco Giants,
DBA-JMO,Jack Morris,Detroit Tigers,
DBA-JR,Jim Rice,Boston Red Sox,
DBA-Jd,Jacob deGrom,New York Mets,
DBA-MS,Mike Schmidt,Philadelphia Phillies,
DBA-MSC,Max Scherzer,Washington Nationals,
DBA-OC,Orlando Cepeda,San Francisco Giants,
DBA-PM,Pedro Martinez,Boston Red Sox,
DBA-RF,Rollie Fingers,Milwaukee Brewers,
DBA-RH,Ryan Howard,Philadelphia Phillies,
DBA-RJO,Randy Johnson,Arizona Diamondbacks,
DBA-SC,Steve Carlton,Philadelphia Phillies,
DBA-SCA,Steve Carlton,Philadelphia Phillies,
DBA-TL,Tim Lincecum,San Francisco Giants,
