card_number,name,team,designations
GGMA-AJ,Aaron Judge,New York Yankees,
GGMA-AV,Alex Verdugo,Los Angeles Dodgers,
GGMA-CK,Clayton Kershaw,Los Angeles Dodgers,
GGMA-CY,Christian Yelich,Milwaukee Brewers,
GGMA-DG,Didi Gregorius,New York Yankees,
GGMA-EJ,Eloy Jimenez,Chicago White Sox,
GGMA-GS,Gary Sanchez,New York Yankees,
GGMA-GT,Gleyber Torres,New York Yankees,
GGMA-HM,Hideki Matsui,New York Yankees,
GGMA-I,Ichiro,Seattle Mariners,
GGMA-JA,Jose Altuve,Houston Astros,
GGMA-JS,Juan Soto,Washington Nationals,
GGMA-JU,Julio Urias,Los Angeles Dodgers,
GGMA-JV,Joey Votto,Cincinnati Reds,
GGMA-KB,Kris Bryant,Chicago Cubs,
GGMA-KG,Ken Griffey Jr.,Seattle Mariners,
GGMA-LU,Luis Urias,San Diego Padres,
GGMA-MC,Miguel Cabrera,Detroit Tigers,
GGMA-MM,Manny Machado,San Diego Padres,
GGMA-MT,Mike Trout,Angels,
GGMA-OA,Ozzie Albies,Atlanta Braves,
GGMA-RA,Ronald Acuña Jr.,Atlanta Braves,
GGMA-RD,Rafael Devers,Boston Red Sox,
GGMA-SO,Shohei Ohtani,Angels,
GGMA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
GGMA-WC,Willson Contreras,Chicago Cubs,
GGMA-XB,Xander Bogaerts,Boston Red Sox,
GGMA-YA,Yordan Alvarez,Houston Astros,RC
GGMA-YG,Yasmani Grandal,Milwaukee Brewers,
