card_number,name,team,designations
DNA-AR,Austin Riley,Atlanta Braves,
DNA-BBI,Bo Bichette,Toronto Blue Jays,
DNA-BMK,Brendan McKay,Tampa Bay Rays,
DNA-CP,Chris Paddack,San Diego Padres,
DNA-EJ,Eloy Jimenez,Chicago White Sox,
DNA-FTJ,Fernando Tatis Jr.,San Diego Padres,
DNA-GL,Gavin Lux,Los Angeles Dodgers,
DNA-GT,Gleyber Torres,New York Yankees,
DNA-JR,Julio Urias,Los Angeles Dodgers,
DNA-JS,Juan Soto,Washington Nationals,
DNA-JSL,Jesus Luzardo,Oakland Athletics,
DNA-KH,Keston Hiura,Milwaukee Brewers,
DNA-KT,Kyle Tucker,Houston Astros,
DNA-LG,Lucas Giolito,Chicago White Sox,
DNA-MS,Mike Soroka,Atlanta Braves,
DNA-NH,Nico Hoerner,Chicago Cubs,
DNA-OAL,Ozzie Albies,Atlanta Braves,
DNA-PAL,Pete Alonso,New York Mets,
DNA-RAJ,Ronald Acuna Jr.,Atlanta Braves,
DNA-RD,Rafael Devers,Boston Red Sox,
DNA-RL,Ramon Laureano,Oakland Athletics,
DNA-SOH,Shohei Ohtani,Angels,
DNA-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays,
DNA-VR,Victor Robles,Washington Nationals,
DNA-YA,Yordan Alvarez,Houston Astros,
