card_number,name,team,designations
BSA-AA,Adbert Alzolay,Chicago Cubs,RC
BSA-AAQ,Aristides Aquino,Cincinnati Reds,RC
BSA-AC,Aaron Civale,Cleveland Indians,RC
BSA-AR,Austin Riley,Atlanta Braves,
BSA-ARI,Anthony Rizzo,Chicago Cubs,
BSA-AT,Abraham Toro,Houston Astros,RC
BSA-BB,Bobby Bradley,Cleveland Indians,RC
BSA-BBU,Brock Burke,Texas Rangers,RC
BSA-BO,Bo Bichette,Toronto Blue Jays,RC
BSA-BR,Bryan Reynolds,Pittsburgh Pirates,
BSA-CD,Corey Dickerson,Philadelphia Phillies,
BSA-CF,Cecil Fielder,Detroit Tigers,
BSA-CH,Cesar Hernandez,Philadelphia Phillies,
BSA-CKE,Clayton Kershaw,Los Angeles Dodgers,
BSA-CP,Chris Paddack,San Diego Padres,
BSA-CW,Christian Walker,Arizona Diamondbacks,
BSA-DM,Dustin May,Los Angeles Dodgers,RC
BSA-DPD,Daniel Ponce de Leon,St. Louis Cardinals,
BSA-EE,Eduardo Escobar,Arizona Diamondbacks,
BSA-FT,Frank Thomas,Chicago White Sox,
BSA-GH,Garrett Hampson,Colorado Rockies,
BSA-GL,Gavin Lux,Los Angeles Dodgers,RC
BSA-GS,George Springer,Houston Astros,
BSA-GU,Gio Urshela,New York Yankees,
BSA-HR,Harold Ramirez,Miami Marlins,
BSA-ID,Isan Diaz,Miami Marlins,RC
BSA-JB,Jake Bauers,Cleveland Indians,
BSA-JF,Jack Flaherty,St. Louis Cardinals,
BSA-JFR,Jake Fraley,Seattle Mariners,RC
BSA-JJ,Josh James,Houston Astros,
BSA-JL,Jesus Luzardo,Oakland Athletics,RC
BSA-JY,Jordan Yamamoto,Miami Marlins,RC
BSA-KB,Kris Bryant,Chicago Cubs,
BSA-KGJ,Ken Griffey Jr.,Seattle Mariners,
BSA-KH,Keston Hiura,Milwaukee Brewers,
BSA-KL,Kyle Lewis,Seattle Mariners,RC
BSA-LA,Logan Allen,Cleveland Indians,RC
BSA-LAR,Luis Arraez,Minnesota Twins,
BSA-LGJ,Lourdes Gurriel Jr.,Toronto Blue Jays,
BSA-LMJ,Lance McCullers Jr.,Houston Astros,
BSA-MC,Michael Chavis,Boston Red Sox,
BSA-MO,Matt Olson,Oakland Athletics,
BSA-MS,Max Scherzer,Washington Nationals,
BSA-MT,Mike Trout,Angels,
BSA-NA,Nolan Arenado,Colorado Rockies,
BSA-NH,Nico Hoerner,Chicago Cubs,RC
BSA-NL,Nate Lowe,Tampa Bay Rays,
BSA-NLA,Aaron Nola,Philadelphia Phillies,
BSA-NSO,Nick Solak,Texas Rangers,RC
BSA-RF,Rollie Fingers,Oakland Athletics,
BSA-RH,Rhys Hoskins,Philadelphia Phillies,
BSA-RMC,Ryan McMahon,Colorado Rockies,
BSA-SMU,Sean Murphy,Oakland Athletics,RC
BSA-SO,Shohei Ohtani,Angels,
BSA-SSC,Shin-Soo Choo,Texas Rangers,
BSA-TA,Tim Anderson,Chicago White Sox,
BSA-TG,Trent Grisham,Milwaukee Brewers,RC
BSA-TM,Tino Martinez,New York Yankees,
BSA-VR,Victor Robles,Washington Nationals,
BSA-WA,Willians Astudillo,Minnesota Twins,
BSA-WC,Willson Contreras,Chicago Cubs,
BSA-WM,Whit Merrifield,Kansas City Royals,
BSA-WS,Will Smith,Los Angeles Dodgers,
BSA-YA,Yordan Alvarez,Houston Astros,RC
