card_number,name,team,designations
PPA-AJ,Aaron Judge,New York Yankees,
PPA-BS,Blake Snell,Tampa Bay Rays,
PPA-DS,Dansby Swanson,Atlanta Braves,
PPA-GL,Gavin Lux,Los Angeles Dodgers,
PPA-GS,George Springer,Houston Astros,
PPA-GT,Gleyber Torres,New York Yankees,
PPA-JA,Jose Altuve,Houston Astros,
PPA-JF,Jack Flaherty,St. Louis Cardinals,
PPA-JP,Joc Pederson,Los Angeles Dodgers,
PPA-JS,Juan Soto,Washington Nationals,
PPA-MM,Max Muncy,Los Angeles Dodgers,
PPA-MS,Max Scherzer,Washington Nationals,
PPA-MSO,Mike Soroka,Atlanta Braves,
PPA-OA,Ozzie Albies,Atlanta Braves,
PPA-PC,Patrick Corbin,Washington Nationals,
PPA-PG,Paul Goldschmidt,St. Louis Cardinals,
PPA-RA,Ronald Acuña Jr.,Atlanta Braves,
PPA-SD,Sean Doolittle,Washington Nationals,
